學校代碼,學校名稱,日間∕進修別,等級別,學生數
1081,東方設計大學,N 職,Master,32
1081,東方設計大學,N 修,4 Bachelor,164
1082,崇右影藝科技大學,D 日,Master,82
1082,崇右影藝科技大學,D 日,4 Bachelor,2283
1082,崇右影藝科技大學,D 日,5 Associate,320
1083,台北海洋科技大學,D 日,Master,86
1083,台北海洋科技大學,D 日,4 Bachelor,3353
1083,台北海洋科技大學,D 日,2 Bachelor,216
1083,台北海洋科技大學,D 日,others,27
1083,台北海洋科技大學,D 日,2 Associate,104
1083,台北海洋科技大學,D 日,5 Associate,1238
1083,台北海洋科技大學,N 修,4 Bachelor,134
1083,台北海洋科技大學,N 修,2 Bachelor,78
1083,台北海洋科技大學,N 修,2 Associate,94
1125,中信金融管理學院,D 日,Master,45
1125,中信金融管理學院,D 日,Bachelor,438
1125,中信金融管理學院,P 進,Bachelor,2
1148,大漢技術學院,D 日,Master,85
1148,大漢技術學院,D 日,4 Bachelor,384
1148,大漢技術學院,N 修,4 Bachelor,339
1148,大漢技術學院,N 修,2 Bachelor,319
1148,大漢技術學院,N 修,2 Associate,178
1159,和春技術學院,D 日,Master,41
1159,和春技術學院,D 日,4 Bachelor,713
1159,和春技術學院,D 日,2 Bachelor,30
1159,和春技術學院,D 日,5 Associate,308
1159,和春技術學院,N 修,4 Bachelor,395
1159,和春技術學院,N 修,2 Bachelor,497
1159,和春技術學院,N 修,2 Associate,491
1166,亞東技術學院,D 日,Master,35
1166,亞東技術學院,D 日,4 Bachelor,4163
1166,亞東技術學院,D 日,2 Bachelor,184
1166,亞東技術學院,N 修,4 Bachelor,2
1166,亞東技術學院,N 修,2 Bachelor,100
1168,南亞技術學院,D 日,Master,37
1168,南亞技術學院,D 日,4 Bachelor,2178
1168,南亞技術學院,D 日,5 Associate,296
1168,南亞技術學院,N 修,4 Bachelor,939
1168,南亞技術學院,N 修,2 Associate,92
1176,稻江科技暨管理學院,D 日,Master,79
1176,稻江科技暨管理學院,D 日,Bachelor,1371
1176,稻江科技暨管理學院,N 職,Master,53
1176,稻江科技暨管理學院,N 修,2 Bachelor,111
1176,稻江科技暨管理學院,P 進,Bachelor,653
1182,蘭陽技術學院,D 日,4 Bachelor,560
1182,蘭陽技術學院,D 日,2 Bachelor,2
1182,蘭陽技術學院,D 日,5 Associate,496
1183,黎明技術學院,D 日,4 Bachelor,2985
1183,黎明技術學院,D 日,5 Associate,695
1183,黎明技術學院,N 修,4 Bachelor,725
1183,黎明技術學院,N 修,2 Bachelor,98
1183,黎明技術學院,N 修,2 Associate,73
1185,經國管理暨健康學院,D 日,Master,26
1185,經國管理暨健康學院,D 日,4 Bachelor,1821
1185,經國管理暨健康學院,D 日,2 Bachelor,136
1185,經國管理暨健康學院,D 日,5 Associate,1465
1185,經國管理暨健康學院,N 職,Master,46
1185,經國管理暨健康學院,N 修,4 Bachelor,235
1185,經國管理暨健康學院,N 修,2 Bachelor,145
1188,大同技術學院,D 日,4 Bachelor,1323
1188,大同技術學院,D 日,5 Associate,203
1188,大同技術學院,N 修,4 Bachelor,270
1188,大同技術學院,N 修,2 Bachelor,298
1188,大同技術學院,N 修,2 Associate,18
1189,亞太創意技術學院,D 日,Master,88
1189,亞太創意技術學院,D 日,4 Bachelor,254
1189,亞太創意技術學院,D 日,2 Bachelor,1
1189,亞太創意技術學院,N 修,2 Bachelor,508
1189,亞太創意技術學院,N 修,2 Associate,43
1192,臺灣觀光學院,D 日,Master,17
1192,臺灣觀光學院,D 日,4 Bachelor,506
1192,臺灣觀光學院,D 日,2 Bachelor,2
1192,臺灣觀光學院,D 日,2 Associate,1
1192,臺灣觀光學院,D 日,5 Associate,202
1192,臺灣觀光學院,N 修,4 Bachelor,84
1192,臺灣觀光學院,N 修,2 Bachelor,43
1192,臺灣觀光學院,N 修,2 Associate,41
1195,馬偕醫學院,D 日,Master,41
1195,馬偕醫學院,D 日,Bachelor,625
1196,法鼓文理學院,D 日,Doctor,16
1196,法鼓文理學院,D 日,Master,188
1196,法鼓文理學院,D 日,Bachelor,63
1282,馬偕醫護管理專科學校,D 日,2 Associate,19
1282,馬偕醫護管理專科學校,D 日,5 Associate,4058
1282,馬偕醫護管理專科學校,N 修,2 Associate,304
1283,仁德醫護管理專科學校,D 日,5 Associate,6239
1283,仁德醫護管理專科學校,N 修,2 Associate,362
1284,樹人醫護管理專科學校,D 日,5 Associate,6578
1284,樹人醫護管理專科學校,N 修,2 Associate,519
1285,慈惠醫護管理專科學校,D 日,2 Associate,127
1285,慈惠醫護管理專科學校,D 日,5 Associate,5123
1285,慈惠醫護管理專科學校,N 修,2 Associate,306
1286,耕莘健康管理專科學校,D 日,5 Associate,5129
1286,耕莘健康管理專科學校,N 修,2 Associate,88
1287,敏惠醫護管理專科學校,D 日,5 Associate,3858
1288,高美醫護管理專科學校,D 日,5 Associate,483
1288,高美醫護管理專科學校,N 修,2 Associate,107
1289,育英醫護管理專科學校,D 日,5 Associate,1969
1290,崇仁醫護管理專科學校,D 日,5 Associate,3503
1291,聖母醫護管理專科學校,D 日,5 Associate,3155
1292,新生醫護管理專科學校,D 日,5 Associate,5937
1292,新生醫護管理專科學校,N 修,2 Associate,87
3002,臺北市立大學,D 日,Doctor,228
3002,臺北市立大學,D 日,Master,1193
3002,臺北市立大學,D 日,Bachelor,5276
3002,臺北市立大學,N 職,Master,978
