學校代碼,學校名稱,日間∕進修別,等級別,學生數
1176,稻江科技暨管理學院,P 進,Bachelor,697
1179,德霖技術學院,D 日,4 Bachelor,3232
1179,德霖技術學院,D 日,2 Bachelor,103
1179,德霖技術學院,D 日,2 Associate,76
1179,德霖技術學院,D 日,5 Associate,1702
1179,德霖技術學院,N 修,4 Bachelor,1342
1179,德霖技術學院,N 修,2 Bachelor,505
1179,德霖技術學院,N 修,2 Associate,476
1182,蘭陽技術學院,D 日,4 Bachelor,908
1182,蘭陽技術學院,D 日,2 Bachelor,43
1182,蘭陽技術學院,D 日,5 Associate,747
1182,蘭陽技術學院,N 修,4 Bachelor,1
1183,黎明技術學院,D 日,4 Bachelor,2836
1183,黎明技術學院,D 日,2 Bachelor,18
1183,黎明技術學院,D 日,5 Associate,911
1183,黎明技術學院,N 修,4 Bachelor,740
1183,黎明技術學院,N 修,2 Bachelor,97
1183,黎明技術學院,N 修,2 Associate,69
1184,東方設計學院,D 日,Doctor,14
1184,東方設計學院,D 日,Master,71
1184,東方設計學院,D 日,4 Bachelor,1878
1184,東方設計學院,D 日,2 Bachelor,47
1184,東方設計學院,D 日,2 Associate,2
1184,東方設計學院,D 日,5 Associate,1643
1184,東方設計學院,N 職,Master,48
1184,東方設計學院,N 修,4 Bachelor,154
1185,經國管理暨健康學院,D 日,Master,23
1185,經國管理暨健康學院,D 日,4 Bachelor,1847
1185,經國管理暨健康學院,D 日,2 Bachelor,124
1185,經國管理暨健康學院,D 日,5 Associate,1654
1185,經國管理暨健康學院,N 職,Master,45
1185,經國管理暨健康學院,N 修,4 Bachelor,330
1185,經國管理暨健康學院,N 修,2 Bachelor,187
1187,崇右技術學院,D 日,Master,70
1187,崇右技術學院,D 日,4 Bachelor,2484
1187,崇右技術學院,D 日,2 Bachelor,1
1187,崇右技術學院,D 日,5 Associate,703
1188,大同技術學院,D 日,4 Bachelor,1655
1188,大同技術學院,D 日,5 Associate,206
1188,大同技術學院,N 修,4 Bachelor,445
1188,大同技術學院,N 修,2 Bachelor,313
1188,大同技術學院,N 修,2 Associate,29
1189,亞太創意技術學院,D 日,Master,73
1189,亞太創意技術學院,D 日,4 Bachelor,875
1189,亞太創意技術學院,D 日,2 Bachelor,99
1189,亞太創意技術學院,N 修,2 Bachelor,315
1189,亞太創意技術學院,N 修,2 Associate,128
1192,臺灣觀光學院,D 日,Master,28
1192,臺灣觀光學院,D 日,4 Bachelor,956
1192,臺灣觀光學院,D 日,2 Bachelor,42
1192,臺灣觀光學院,D 日,2 Associate,6
1192,臺灣觀光學院,D 日,5 Associate,205
1192,臺灣觀光學院,N 修,4 Bachelor,165
1192,臺灣觀光學院,N 修,2 Bachelor,81
1192,臺灣觀光學院,N 修,2 Associate,70
1195,馬偕醫學院,D 日,Master,23
1195,馬偕醫學院,D 日,Bachelor,600
1195,馬偕醫學院,N 修,2 Bachelor,17
1196,法鼓文理學院,D 日,Doctor,11
1196,法鼓文理學院,D 日,Master,116
1196,法鼓文理學院,D 日,Bachelor,52
1197,台北海洋技術學院,D 日,Master,15
1197,台北海洋技術學院,D 日,4 Bachelor,4065
1197,台北海洋技術學院,D 日,2 Bachelor,224
1197,台北海洋技術學院,D 日,others,81
1197,台北海洋技術學院,D 日,2 Associate,259
1197,台北海洋技術學院,D 日,5 Associate,1450
1197,台北海洋技術學院,N 修,4 Bachelor,170
1197,台北海洋技術學院,N 修,2 Bachelor,89
1197,台北海洋技術學院,N 修,2 Associate,137
1282,馬偕醫護管理專科學校,D 日,2 Associate,54
1282,馬偕醫護管理專科學校,D 日,5 Associate,3922
1282,馬偕醫護管理專科學校,N 修,2 Associate,340
1283,仁德醫護管理專科學校,D 日,5 Associate,6031
1283,仁德醫護管理專科學校,N 修,2 Associate,472
1284,樹人醫護管理專科學校,D 日,5 Associate,6543
1284,樹人醫護管理專科學校,N 修,2 Associate,488
1285,慈惠醫護管理專科學校,D 日,2 Associate,139
1285,慈惠醫護管理專科學校,D 日,5 Associate,5883
1285,慈惠醫護管理專科學校,N 修,2 Associate,323
1286,耕莘健康管理專科學校,D 日,5 Associate,4979
1286,耕莘健康管理專科學校,N 修,2 Associate,73
1287,敏惠醫護管理專科學校,D 日,5 Associate,3819
1288,高美醫護管理專科學校,D 日,5 Associate,619
1288,高美醫護管理專科學校,N 修,2 Associate,233
1289,育英醫護管理專科學校,D 日,5 Associate,2009
1290,崇仁醫護管理專科學校,D 日,5 Associate,3387
1291,聖母醫護管理專科學校,D 日,5 Associate,3597
1292,新生醫護管理專科學校,D 日,5 Associate,5913
1292,新生醫護管理專科學校,N 修,2 Associate,123
3002,臺北市立大學,D 日,Doctor,251
3002,臺北市立大學,D 日,Master,1255
3002,臺北市立大學,D 日,Bachelor,5082
3002,臺北市立大學,N 職,Master,985
