學校代碼,學校名稱,日間∕進修別,等級別,學生數,縣市名稱
1057,德明財經科技大學,N 修,2 Bachelor,64,30 臺北市
1058,明道大學,D 日,Doctor,20,07 彰化縣
1058,明道大學,D 日,Master,206,07 彰化縣
1058,明道大學,D 日,Bachelor,3214,07 彰化縣
1058,明道大學,N 職,Master,74,07 彰化縣
1058,明道大學,P 進,Bachelor,955,07 彰化縣
1060,南開科技大學,D 日,Master,109,08 南投縣
1060,南開科技大學,D 日,4 Bachelor,3177,08 南投縣
1060,南開科技大學,D 日,2 Bachelor,56,08 南投縣
1060,南開科技大學,D 日,5 Associate,906,08 南投縣
1060,南開科技大學,N 職,Master,104,08 南投縣
1060,南開科技大學,N 修,4 Bachelor,865,08 南投縣
1061,中華科技大學,D 日,Master,228,30 臺北市
1061,中華科技大學,D 日,4 Bachelor,5011,30 臺北市
1061,中華科技大學,D 日,2 Bachelor,48,30 臺北市
1061,中華科技大學,N 職,Master,100,30 臺北市
1061,中華科技大學,N 修,4 Bachelor,841,30 臺北市
1061,中華科技大學,N 修,2 Bachelor,295,30 臺北市
1061,中華科技大學,N 修,2 Associate,15,30 臺北市
1062,僑光科技大學,D 日,Master,50,19 臺中市
1062,僑光科技大學,D 日,4 Bachelor,6548,19 臺中市
1062,僑光科技大學,D 日,2 Bachelor,1,19 臺中市
1062,僑光科技大學,D 日,5 Associate,1,19 臺中市
1062,僑光科技大學,N 職,Master,33,19 臺中市
1062,僑光科技大學,N 修,4 Bachelor,4177,19 臺中市
1062,僑光科技大學,N 修,2 Bachelor,29,19 臺中市
1062,僑光科技大學,N 修,2 Associate,17,19 臺中市
1063,育達科技大學,D 日,Master,127,05 苗栗縣
1063,育達科技大學,D 日,4 Bachelor,2678,05 苗栗縣
1063,育達科技大學,N 職,Master,180,05 苗栗縣
1063,育達科技大學,N 修,4 Bachelor,1113,05 苗栗縣
1063,育達科技大學,N 修,2 Bachelor,484,05 苗栗縣
1064,美和科技大學,D 日,Master,134,13 屏東縣
1064,美和科技大學,D 日,4 Bachelor,3234,13 屏東縣
1064,美和科技大學,D 日,2 Bachelor,424,13 屏東縣
1064,美和科技大學,D 日,5 Associate,1770,13 屏東縣
1064,美和科技大學,N 職,Master,212,13 屏東縣
1064,美和科技大學,N 修,4 Bachelor,822,13 屏東縣
1064,美和科技大學,N 修,2 Bachelor,846,13 屏東縣
1064,美和科技大學,N 修,2 Associate,24,13 屏東縣
1065,吳鳳科技大學,D 日,Master,61,10 嘉義縣
1065,吳鳳科技大學,D 日,4 Bachelor,3624,10 嘉義縣
1065,吳鳳科技大學,N 職,Master,70,10 嘉義縣
1065,吳鳳科技大學,N 修,4 Bachelor,954,10 嘉義縣
1066,環球科技大學,D 日,Master,141,09 雲林縣
1066,環球科技大學,D 日,4 Bachelor,3552,09 雲林縣
1066,環球科技大學,D 日,2 Bachelor,3,09 雲林縣
1066,環球科技大學,N 職,Master,49,09 雲林縣
1066,環球科技大學,N 修,4 Bachelor,1047,09 雲林縣
1066,環球科技大學,N 修,2 Bachelor,261,09 雲林縣
1066,環球科技大學,N 修,2 Associate,242,09 雲林縣
1067,台灣首府大學,D 日,Master,60,11 臺南市
1067,台灣首府大學,D 日,Bachelor,2172,11 臺南市
1067,台灣首府大學,N 修,2 Bachelor,33,11 臺南市
1067,台灣首府大學,P 進,Bachelor,465,11 臺南市
1068,中州科技大學,D 日,Master,53,07 彰化縣
1068,中州科技大學,D 日,4 Bachelor,1963,07 彰化縣
1068,中州科技大學,D 日,2 Bachelor,1,07 彰化縣
1068,中州科技大學,N 職,Master,31,07 彰化縣
1068,中州科技大學,N 修,4 Bachelor,896,07 彰化縣
1068,中州科技大學,N 修,2 Bachelor,529,07 彰化縣
1069,修平科技大學,D 日,Master,48,06 臺中市
1069,修平科技大學,D 日,4 Bachelor,4339,06 臺中市
1069,修平科技大學,N 職,Master,12,06 臺中市
1069,修平科技大學,N 修,4 Bachelor,806,06 臺中市
1069,修平科技大學,N 修,2 Associate,6,06 臺中市
1070,長庚科技大學,D 日,Master,58,03 桃園市
1070,長庚科技大學,D 日,4 Bachelor,3181,03 桃園市
1070,長庚科技大學,D 日,2 Bachelor,1449,03 桃園市
1070,長庚科技大學,D 日,5 Associate,557,03 桃園市
1070,長庚科技大學,N 職,Master,83,03 桃園市
1070,長庚科技大學,N 修,2 Bachelor,1384,03 桃園市
1071,臺北城市科技大學,D 日,Master,104,30 臺北市
1071,臺北城市科技大學,D 日,4 Bachelor,7273,30 臺北市
1071,臺北城市科技大學,D 日,2 Bachelor,1,30 臺北市
1071,臺北城市科技大學,D 日,2 Associate,1,30 臺北市
1071,臺北城市科技大學,D 日,5 Associate,1391,30 臺北市
1071,臺北城市科技大學,N 修,4 Bachelor,857,30 臺北市
1071,臺北城市科技大學,N 修,2 Associate,50,30 臺北市
1072,大華科技大學,D 日,Master,22,04 新竹縣
1072,大華科技大學,D 日,4 Bachelor,742,04 新竹縣
1072,大華科技大學,D 日,2 Bachelor,58,04 新竹縣
1072,大華科技大學,D 日,5 Associate,762,04 新竹縣
1072,大華科技大學,N 修,4 Bachelor,468,04 新竹縣
1072,大華科技大學,N 修,2 Bachelor,805,04 新竹縣
1072,大華科技大學,N 修,2 Associate,83,04 新竹縣
1073,醒吾科技大學,D 日,Master,60,01 新北市
1073,醒吾科技大學,D 日,4 Bachelor,5887,01 新北市
1073,醒吾科技大學,D 日,2 Bachelor,1,01 新北市
1073,醒吾科技大學,D 日,5 Associate,1006,01 新北市
1073,醒吾科技大學,N 職,Master,86,01 新北市
1073,醒吾科技大學,N 修,4 Bachelor,1158,01 新北市
1074,南榮科技大學,D 日,Master,31,11 臺南市
1074,南榮科技大學,D 日,4 Bachelor,1122,11 臺南市
1074,南榮科技大學,D 日,2 Bachelor,23,11 臺南市
1074,南榮科技大學,D 日,5 Associate,175,11 臺南市
1074,南榮科技大學,N 職,Master,24,11 臺南市
1074,南榮科技大學,N 修,4 Bachelor,622,11 臺南市
1074,南榮科技大學,N 修,2 Bachelor,57,11 臺南市
1074,南榮科技大學,N 修,2 Associate,157,11 臺南市
1075,文藻外語大學,D 日,Master,163,50 高雄市
1075,文藻外語大學,D 日,4 Bachelor,5229,50 高雄市
1075,文藻外語大學,D 日,2 Bachelor,273,50 高雄市
1075,文藻外語大學,D 日,5 Associate,1672,50 高雄市
1075,文藻外語大學,N 職,Master,62,50 高雄市
1075,文藻外語大學,N 修,4 Bachelor,1835,50 高雄市
1075,文藻外語大學,N 修,2 Bachelor,185,50 高雄市
1076,華夏科技大學,D 日,Master,40,01 新北市
1076,華夏科技大學,D 日,4 Bachelor,2705,01 新北市
1076,華夏科技大學,D 日,2 Bachelor,89,01 新北市
1076,華夏科技大學,D 日,5 Associate,595,01 新北市
1076,華夏科技大學,N 職,Master,65,01 新北市
1076,華夏科技大學,N 修,4 Bachelor,804,01 新北市
1076,華夏科技大學,N 修,2 Bachelor,274,01 新北市
1076,華夏科技大學,N 修,2 Associate,227,01 新北市
1077,慈濟科技大學,D 日,Master,29,15 花蓮縣
1077,慈濟科技大學,D 日,4 Bachelor,1276,15 花蓮縣
1077,慈濟科技大學,D 日,2 Bachelor,285,15 花蓮縣
1077,慈濟科技大學,D 日,5 Associate,1249,15 花蓮縣
1077,慈濟科技大學,N 修,2 Bachelor,108,15 花蓮縣
1078,致理科技大學,D 日,Master,50,01 新北市
1078,致理科技大學,D 日,4 Bachelor,6359,01 新北市
1078,致理科技大學,D 日,2 Bachelor,290,01 新北市
1078,致理科技大學,D 日,2 Associate,3,01 新北市
1078,致理科技大學,D 日,5 Associate,1619,01 新北市
1078,致理科技大學,N 職,Master,42,01 新北市
1078,致理科技大學,N 修,4 Bachelor,3106,01 新北市
1078,致理科技大學,N 修,2 Bachelor,155,01 新北市
1079,康寧大學,D 日,Master,153,30 臺北市
1079,康寧大學,D 日,Bachelor,926,30 臺北市
1079,康寧大學,D 日,2 Associate,19,30 臺北市
1079,康寧大學,D 日,5 Associate,2889,30 臺北市
1079,康寧大學,N 職,Master,139,30 臺北市
1079,康寧大學,N 修,2 Associate,342,30 臺北市
1079,康寧大學,P 進,Bachelor,500,30 臺北市
1080,宏國德霖科技大學,D 日,4 Bachelor,2852,01 新北市
1080,宏國德霖科技大學,D 日,2 Bachelor,86,01 新北市
1080,宏國德霖科技大學,D 日,5 Associate,1489,01 新北市
1080,宏國德霖科技大學,N 修,4 Bachelor,1322,01 新北市
1080,宏國德霖科技大學,N 修,2 Bachelor,560,01 新北市
1080,宏國德霖科技大學,N 修,2 Associate,259,01 新北市
1081,東方設計大學,D 日,Doctor,30,12 高雄市
1081,東方設計大學,D 日,Master,119,12 高雄市
1081,東方設計大學,D 日,4 Bachelor,1368,12 高雄市
1081,東方設計大學,D 日,2 Bachelor,47,12 高雄市
1081,東方設計大學,D 日,5 Associate,1432,12 高雄市
1081,東方設計大學,N 職,Master,32,12 高雄市
1081,東方設計大學,N 修,4 Bachelor,164,12 高雄市
1082,崇右影藝科技大學,D 日,Master,82,17 基隆市
1082,崇右影藝科技大學,D 日,4 Bachelor,2283,17 基隆市
1082,崇右影藝科技大學,D 日,5 Associate,320,17 基隆市
1083,台北海洋科技大學,D 日,Master,86,01 新北市
1083,台北海洋科技大學,D 日,4 Bachelor,3353,01 新北市
1083,台北海洋科技大學,D 日,2 Bachelor,216,01 新北市
1083,台北海洋科技大學,D 日,others,27,01 新北市
1083,台北海洋科技大學,D 日,2 Associate,104,01 新北市
1083,台北海洋科技大學,D 日,5 Associate,1238,01 新北市
1083,台北海洋科技大學,N 修,4 Bachelor,134,01 新北市
1083,台北海洋科技大學,N 修,2 Bachelor,78,01 新北市
1083,台北海洋科技大學,N 修,2 Associate,94,01 新北市
1125,中信金融管理學院,D 日,Master,45,21 臺南市
1125,中信金融管理學院,D 日,Bachelor,438,21 臺南市
1125,中信金融管理學院,P 進,Bachelor,2,21 臺南市
1148,大漢技術學院,D 日,Master,85,15 花蓮縣
1148,大漢技術學院,D 日,4 Bachelor,384,15 花蓮縣
1148,大漢技術學院,N 修,4 Bachelor,339,15 花蓮縣
1148,大漢技術學院,N 修,2 Bachelor,319,15 花蓮縣
1148,大漢技術學院,N 修,2 Associate,178,15 花蓮縣
1159,和春技術學院,D 日,Master,41,12 高雄市
1159,和春技術學院,D 日,4 Bachelor,713,12 高雄市
1159,和春技術學院,D 日,2 Bachelor,30,12 高雄市
1159,和春技術學院,D 日,5 Associate,308,12 高雄市
1159,和春技術學院,N 修,4 Bachelor,395,12 高雄市
1159,和春技術學院,N 修,2 Bachelor,497,12 高雄市
1159,和春技術學院,N 修,2 Associate,491,12 高雄市
1166,亞東技術學院,D 日,Master,35,01 新北市
1166,亞東技術學院,D 日,4 Bachelor,4163,01 新北市
1166,亞東技術學院,D 日,2 Bachelor,184,01 新北市
1166,亞東技術學院,N 修,4 Bachelor,2,01 新北市
1166,亞東技術學院,N 修,2 Bachelor,100,01 新北市
1168,南亞技術學院,D 日,Master,37,03 桃園市
1168,南亞技術學院,D 日,4 Bachelor,2178,03 桃園市
1168,南亞技術學院,D 日,5 Associate,296,03 桃園市
1168,南亞技術學院,N 修,4 Bachelor,939,03 桃園市
1168,南亞技術學院,N 修,2 Associate,92,03 桃園市
1176,稻江科技暨管理學院,D 日,Master,79,10 嘉義縣
1176,稻江科技暨管理學院,D 日,Bachelor,1371,10 嘉義縣
1176,稻江科技暨管理學院,N 職,Master,53,10 嘉義縣
1176,稻江科技暨管理學院,N 修,2 Bachelor,111,10 嘉義縣
1176,稻江科技暨管理學院,P 進,Bachelor,653,10 嘉義縣
1182,蘭陽技術學院,D 日,4 Bachelor,560,02 宜蘭縣
1182,蘭陽技術學院,D 日,2 Bachelor,2,02 宜蘭縣
1182,蘭陽技術學院,D 日,5 Associate,496,02 宜蘭縣
1183,黎明技術學院,D 日,4 Bachelor,2985,01 新北市
1183,黎明技術學院,D 日,5 Associate,695,01 新北市
1183,黎明技術學院,N 修,4 Bachelor,725,01 新北市
1183,黎明技術學院,N 修,2 Bachelor,98,01 新北市
1183,黎明技術學院,N 修,2 Associate,73,01 新北市
1185,經國管理暨健康學院,D 日,Master,26,17 基隆市
1185,經國管理暨健康學院,D 日,4 Bachelor,1821,17 基隆市
1185,經國管理暨健康學院,D 日,2 Bachelor,136,17 基隆市
1185,經國管理暨健康學院,D 日,5 Associate,1465,17 基隆市
1185,經國管理暨健康學院,N 職,Master,46,17 基隆市
1185,經國管理暨健康學院,N 修,4 Bachelor,235,17 基隆市
1185,經國管理暨健康學院,N 修,2 Bachelor,145,17 基隆市
1188,大同技術學院,D 日,4 Bachelor,1323,20 嘉義市
1188,大同技術學院,D 日,5 Associate,203,20 嘉義市
1188,大同技術學院,N 修,4 Bachelor,270,20 嘉義市
1188,大同技術學院,N 修,2 Bachelor,298,20 嘉義市
1188,大同技術學院,N 修,2 Associate,18,20 嘉義市
1189,亞太創意技術學院,D 日,Master,88,05 苗栗縣
1189,亞太創意技術學院,D 日,4 Bachelor,254,05 苗栗縣
1189,亞太創意技術學院,D 日,2 Bachelor,1,05 苗栗縣
1189,亞太創意技術學院,N 修,2 Bachelor,508,05 苗栗縣
1189,亞太創意技術學院,N 修,2 Associate,43,05 苗栗縣
1192,臺灣觀光學院,D 日,Master,17,15 花蓮縣
1192,臺灣觀光學院,D 日,4 Bachelor,506,15 花蓮縣
1192,臺灣觀光學院,D 日,2 Bachelor,2,15 花蓮縣
1192,臺灣觀光學院,D 日,2 Associate,1,15 花蓮縣
1192,臺灣觀光學院,D 日,5 Associate,202,15 花蓮縣
1192,臺灣觀光學院,N 修,4 Bachelor,84,15 花蓮縣
1192,臺灣觀光學院,N 修,2 Bachelor,43,15 花蓮縣
1192,臺灣觀光學院,N 修,2 Associate,41,15 花蓮縣
1195,馬偕醫學院,D 日,Master,41,01 新北市
1195,馬偕醫學院,D 日,Bachelor,625,01 新北市
1196,法鼓文理學院,D 日,Doctor,16,01 新北市
1196,法鼓文理學院,D 日,Master,188,01 新北市
1196,法鼓文理學院,D 日,Bachelor,63,01 新北市
1282,馬偕醫護管理專科學校,D 日,2 Associate,19,30 臺北市
1282,馬偕醫護管理專科學校,D 日,5 Associate,4058,30 臺北市
1282,馬偕醫護管理專科學校,N 修,2 Associate,304,30 臺北市
1283,仁德醫護管理專科學校,D 日,5 Associate,6239,05 苗栗縣
1283,仁德醫護管理專科學校,N 修,2 Associate,362,05 苗栗縣
1284,樹人醫護管理專科學校,D 日,5 Associate,6578,12 高雄市
1284,樹人醫護管理專科學校,N 修,2 Associate,519,12 高雄市
1285,慈惠醫護管理專科學校,D 日,2 Associate,127,13 屏東縣
1285,慈惠醫護管理專科學校,D 日,5 Associate,5123,13 屏東縣
1285,慈惠醫護管理專科學校,N 修,2 Associate,306,13 屏東縣
1286,耕莘健康管理專科學校,D 日,5 Associate,5129,01 新北市
1286,耕莘健康管理專科學校,N 修,2 Associate,88,01 新北市
1287,敏惠醫護管理專科學校,D 日,5 Associate,3858,11 臺南市
1288,高美醫護管理專科學校,D 日,5 Associate,483,12 高雄市
1288,高美醫護管理專科學校,N 修,2 Associate,107,12 高雄市
1289,育英醫護管理專科學校,D 日,5 Associate,1969,50 高雄市
1290,崇仁醫護管理專科學校,D 日,5 Associate,3503,20 嘉義市
1291,聖母醫護管理專科學校,D 日,5 Associate,3155,02 宜蘭縣
1292,新生醫護管理專科學校,D 日,5 Associate,5937,03 桃園市
1292,新生醫護管理專科學校,N 修,2 Associate,87,03 桃園市
3002,臺北市立大學,D 日,Doctor,228,30 臺北市
3002,臺北市立大學,D 日,Master,1193,30 臺北市
3002,臺北市立大學,D 日,Bachelor,5276,30 臺北市
3002,臺北市立大學,N 職,Master,978,30 臺北市
