學校類別,設立別,學校名稱,日間/進修,學制別,新生註冊率
一般,公立,國立臺南藝術大學,D 日,Bachelor,98.43
一般,公立,國立臺南藝術大學,D 日,Doctor,85.71
一般,公立,國立臺南藝術大學,D 日,Master,85.76
一般,公立,國立臺南大學,D 日,Bachelor,95.87
一般,公立,國立臺南大學,D 日,Doctor,97.22
一般,公立,國立臺南大學,D 日,Master,85.77
一般,公立,國立臺北教育大學,D 日,Bachelor,96.37
一般,公立,國立臺北教育大學,D 日,Doctor,100.0
一般,公立,國立臺北教育大學,D 日,Master,92.16
一般,公立,國立清華大學南大校區(原：國立新竹教育大學),D 日,Bachelor,96.4
一般,公立,國立清華大學南大校區(原：國立新竹教育大學),D 日,Doctor,100.0
一般,公立,國立清華大學南大校區(原：國立新竹教育大學),D 日,Master,88.73
一般,公立,國立臺中教育大學,D 日,Bachelor,93.74
一般,公立,國立臺中教育大學,D 日,Doctor,100.0
一般,公立,國立臺中教育大學,D 日,Master,95.57
技職,公立,國立澎湖科技大學,D 日,4 Bachelor,81.96
技職,公立,國立澎湖科技大學,D 日,Master,78.0
技職,公立,國立勤益科技大學,D 日,4 Bachelor,98.9
技職,公立,國立勤益科技大學,D 日,2 Bachelor,85.0
技職,公立,國立勤益科技大學,D 日,Doctor,100.0
技職,公立,國立勤益科技大學,D 日,Master,74.05
一般,公立,國立體育大學,D 日,Bachelor,92.86
一般,公立,國立體育大學,D 日,Doctor,100.0
一般,公立,國立體育大學,D 日,Master,94.82
技職,公立,國立臺北護理健康大學,D 日,4 Bachelor,97.95
技職,公立,國立臺北護理健康大學,D 日,2 Bachelor,99.04
技職,公立,國立臺北護理健康大學,D 日,Doctor,100.0
技職,公立,國立臺北護理健康大學,D 日,Master,97.89
技職,公立,國立高雄餐旅大學,D 日,5 Associate,100.0
技職,公立,國立高雄餐旅大學,D 日,4 Bachelor,99.22
技職,公立,國立高雄餐旅大學,D 日,2 Bachelor,86.0
技職,公立,國立高雄餐旅大學,D 日,Doctor,100.0
技職,公立,國立高雄餐旅大學,D 日,Master,89.36
一般,公立,國立金門大學,D 日,Bachelor,90.53
一般,公立,國立金門大學,D 日,Master,74.9
一般,公立,國立臺灣體育運動大學,D 日,Bachelor,96.7
一般,公立,國立臺灣體育運動大學,D 日,Master,96.67
技職,公立,國立臺中科技大學,D 日,5 Associate,99.44
技職,公立,國立臺中科技大學,D 日,4 Bachelor,99.63
技職,公立,國立臺中科技大學,D 日,2 Bachelor,99.0
技職,公立,國立臺中科技大學,D 日,Master,82.83
技職,公立,國立臺北商業大學,D 日,5 Associate,93.14
技職,公立,國立臺北商業大學,D 日,4 Bachelor,99.67
技職,公立,國立臺北商業大學,D 日,2 Bachelor,100.0
技職,公立,國立臺北商業大學,D 日,Master,97.33
一般,公立,國立屏東大學,D 日,Bachelor,94.41
一般,公立,國立屏東大學,D 日,Doctor,100.0
一般,公立,國立屏東大學,D 日,Master,68.45
技職,公立,國立臺灣戲曲學院,D 日,4 Bachelor,100.0
技職,公立,國立臺南護理專科學校,D 日,2 Associate,98.08
技職,公立,國立臺南護理專科學校,D 日,5 Associate,99.33
技職,公立,國立臺東專科學校,D 日,2 Associate,86.39
技職,公立,國立臺東專科學校,D 日,5 Associate,80.0
一般,私立,東海大學,D 日,Bachelor,96.23
一般,私立,東海大學,D 日,Doctor,66.79
一般,私立,東海大學,D 日,Master,65.24
一般,私立,輔仁大學,D 日,Bachelor,97.48
一般,私立,輔仁大學,D 日,Doctor,81.55
一般,私立,輔仁大學,D 日,Master,76.6
一般,私立,東吳大學,D 日,Bachelor,96.98
一般,私立,東吳大學,D 日,Doctor,72.22
一般,私立,東吳大學,D 日,Master,76.54
一般,私立,中原大學,D 日,Bachelor,97.3
一般,私立,中原大學,D 日,Doctor,67.26
一般,私立,中原大學,D 日,Master,73.61
一般,私立,淡江大學,D 日,Bachelor,97.07
一般,私立,淡江大學,D 日,Doctor,59.89
一般,私立,淡江大學,D 日,Master,63.95
一般,私立,中國文化大學,D 日,Bachelor,91.82
一般,私立,中國文化大學,D 日,Doctor,98.0
一般,私立,中國文化大學,D 日,Master,69.62
一般,私立,逢甲大學,D 日,Bachelor,97.57
一般,私立,逢甲大學,D 日,Doctor,89.87
一般,私立,逢甲大學,D 日,Master,83.08
一般,私立,靜宜大學,D 日,Bachelor,96.33
一般,私立,靜宜大學,D 日,Doctor,91.66
一般,私立,靜宜大學,D 日,Master,69.87
一般,私立,長庚大學,D 日,Bachelor,93.05
一般,私立,長庚大學,D 日,Doctor,57.64
一般,私立,長庚大學,D 日,Master,71.27
一般,私立,元智大學,D 日,Bachelor,95.87
一般,私立,元智大學,D 日,Doctor,53.88
一般,私立,元智大學,D 日,Master,59.34
一般,私立,中華大學,D 日,Bachelor,87.26
一般,私立,中華大學,D 日,Doctor,91.88
一般,私立,中華大學,D 日,Master,77.11
一般,私立,大葉大學,D 日,Bachelor,93.18
一般,私立,大葉大學,D 日,Doctor,100.0
一般,私立,大葉大學,D 日,Master,81.64
一般,私立,華梵大學,D 日,Bachelor,69.99
一般,私立,華梵大學,D 日,Doctor,70.0
一般,私立,華梵大學,D 日,Master,52.11
一般,私立,義守大學,D 日,Bachelor,93.05
一般,私立,義守大學,D 日,Doctor,63.81
一般,私立,義守大學,D 日,Master,56.49
一般,私立,世新大學,D 日,Bachelor,96.81
一般,私立,世新大學,D 日,Doctor,94.44
一般,私立,世新大學,D 日,Master,58.88
一般,私立,銘傳大學,D 日,Bachelor,97.25
一般,私立,銘傳大學,D 日,Doctor,71.43
一般,私立,銘傳大學,D 日,Master,70.03
一般,私立,實踐大學,D 日,Bachelor,93.96
一般,私立,實踐大學,D 日,Doctor,100.0
一般,私立,實踐大學,D 日,Master,82.62
技職,私立,朝陽科技大學,D 日,4 Bachelor,96.93
技職,私立,朝陽科技大學,D 日,Doctor,86.67
技職,私立,朝陽科技大學,D 日,Master,71.8
一般,私立,高雄醫學大學,D 日,Bachelor,92.57
一般,私立,高雄醫學大學,D 日,Doctor,59.36
一般,私立,高雄醫學大學,D 日,Master,77.31
一般,私立,南華大學,D 日,Bachelor,93.65
一般,私立,南華大學,D 日,Doctor,100.0
一般,私立,南華大學,D 日,Master,90.98
一般,私立,真理大學,D 日,Bachelor,80.96
一般,私立,真理大學,D 日,Master,65.81
一般,私立,大同大學,D 日,Bachelor,96.57
一般,私立,大同大學,D 日,Doctor,64.66
一般,私立,大同大學,D 日,Master,58.75
技職,私立,南臺科技大學,D 日,4 Bachelor,95.64
技職,私立,南臺科技大學,D 日,2 Bachelor,54.54
技職,私立,南臺科技大學,D 日,Doctor,76.67
技職,私立,南臺科技大學,D 日,Master,65.39
技職,私立,崑山科技大學,D 日,4 Bachelor,85.68
技職,私立,崑山科技大學,D 日,Doctor,85.71
技職,私立,崑山科技大學,D 日,Master,57.01
技職,私立,嘉南藥理大學,D 日,4 Bachelor,88.28
技職,私立,嘉南藥理大學,D 日,2 Bachelor,41.59
技職,私立,嘉南藥理大學,D 日,Master,66.04
技職,私立,樹德科技大學,D 日,4 Bachelor,92.94
技職,私立,樹德科技大學,D 日,Doctor,100.0
技職,私立,樹德科技大學,D 日,Master,72.53
一般,私立,慈濟大學,D 日,Bachelor,91.21
一般,私立,慈濟大學,D 日,Doctor,61.83
一般,私立,慈濟大學,D 日,Master,74.9
一般,私立,臺北醫學大學,D 日,Bachelor,91.48
一般,私立,臺北醫學大學,D 日,Doctor,94.64
一般,私立,臺北醫學大學,D 日,Master,87.53
一般,私立,中山醫學大學,D 日,Bachelor,90.89
一般,私立,中山醫學大學,D 日,Doctor,81.03
一般,私立,中山醫學大學,D 日,Master,83.45
技職,私立,龍華科技大學,D 日,5 Associate,76.0
技職,私立,龍華科技大學,D 日,4 Bachelor,94.8
技職,私立,龍華科技大學,D 日,Master,74.9
技職,私立,輔英科技大學,D 日,5 Associate,100.0
技職,私立,輔英科技大學,D 日,4 Bachelor,70.43
技職,私立,輔英科技大學,D 日,2 Bachelor,79.79
技職,私立,輔英科技大學,D 日,Master,75.11
技職,私立,明新科技大學,D 日,4 Bachelor,94.13
技職,私立,明新科技大學,D 日,Master,66.77
一般,私立,長榮大學,D 日,Bachelor,89.55
一般,私立,長榮大學,D 日,Doctor,88.89
一般,私立,長榮大學,D 日,Master,57.05
技職,私立,弘光科技大學,D 日,5 Associate,100.0
技職,私立,弘光科技大學,D 日,4 Bachelor,93.63
技職,私立,弘光科技大學,D 日,2 Bachelor,99.72
技職,私立,弘光科技大學,D 日,Master,78.31
一般,私立,中國醫藥大學,D 日,Bachelor,91.66
一般,私立,中國醫藥大學,D 日,Doctor,67.03
一般,私立,中國醫藥大學,D 日,Master,75.26
技職,私立,健行科技大學,D 日,5 Associate,93.33
技職,私立,健行科技大學,D 日,4 Bachelor,79.55
技職,私立,健行科技大學,D 日,2 Bachelor,73.56
技職,私立,健行科技大學,D 日,Master,87.56
技職,私立,正修科技大學,D 日,4 Bachelor,90.85
技職,私立,正修科技大學,D 日,Doctor,100.0
技職,私立,正修科技大學,D 日,Master,86.35
技職,私立,萬能科技大學,D 日,4 Bachelor,68.61
技職,私立,萬能科技大學,D 日,2 Bachelor,35.56
技職,私立,萬能科技大學,D 日,Master,63.41
一般,私立,玄奘大學,D 日,Bachelor,71.99
一般,私立,玄奘大學,D 日,Master,66.72
技職,私立,建國科技大學,D 日,4 Bachelor,67.31
技職,私立,建國科技大學,D 日,Master,76.75
技職,私立,明志科技大學,D 日,4 Bachelor,98.48
技職,私立,明志科技大學,D 日,Master,72.77
技職,私立,高苑科技大學,D 日,4 Bachelor,70.45
技職,私立,高苑科技大學,D 日,Master,68.66
技職,私立,大仁科技大學,D 日,4 Bachelor,72.27
技職,私立,大仁科技大學,D 日,2 Bachelor,7.88
技職,私立,大仁科技大學,D 日,Master,64.93
技職,私立,聖約翰科技大學,D 日,5 Associate,70.67
技職,私立,聖約翰科技大學,D 日,4 Bachelor,57.27
技職,私立,聖約翰科技大學,D 日,Master,56.95
技職,私立,嶺東科技大學,D 日,4 Bachelor,92.68
技職,私立,嶺東科技大學,D 日,Master,85.61
技職,私立,中國科技大學,D 日,4 Bachelor,86.61
技職,私立,中國科技大學,D 日,Master,68.79
技職,私立,中臺科技大學,D 日,4 Bachelor,90.41
技職,私立,中臺科技大學,D 日,2 Bachelor,85.5
技職,私立,中臺科技大學,D 日,Doctor,100.0
技職,私立,中臺科技大學,D 日,Master,63.97
一般,私立,亞洲大學,D 日,Bachelor,96.91
一般,私立,亞洲大學,D 日,Doctor,86.0
一般,私立,亞洲大學,D 日,Master,86.32
一般,私立,開南大學,D 日,Bachelor,85.06
一般,私立,開南大學,D 日,Master,69.85
一般,私立,佛光大學,D 日,Bachelor,92.92
一般,私立,佛光大學,D 日,Doctor,100.0
一般,私立,佛光大學,D 日,Master,73.74
技職,私立,台南應用科技大學,D 日,5 Associate,86.48
技職,私立,台南應用科技大學,D 日,4 Bachelor,92.22
技職,私立,台南應用科技大學,D 日,2 Bachelor,53.22
技職,私立,台南應用科技大學,D 日,Master,59.17
技職,私立,遠東科技大學,D 日,4 Bachelor,58.88
技職,私立,遠東科技大學,D 日,2 Bachelor,2.5
技職,私立,遠東科技大學,D 日,Master,65.57
技職,私立,元培醫事科技大學,D 日,4 Bachelor,69.33
技職,私立,元培醫事科技大學,D 日,2 Bachelor,100.0
技職,私立,元培醫事科技大學,D 日,Master,74.31
技職,私立,景文科技大學,D 日,4 Bachelor,82.1
技職,私立,景文科技大學,D 日,Master,74.07
技職,私立,中華醫事科技大學,D 日,2 Associate,40.17
技職,私立,中華醫事科技大學,D 日,5 Associate,97.34
技職,私立,中華醫事科技大學,D 日,4 Bachelor,76.19
技職,私立,中華醫事科技大學,D 日,2 Bachelor,81.03
技職,私立,中華醫事科技大學,D 日,Master,71.56
技職,私立,東南科技大學,D 日,4 Bachelor,62.85
技職,私立,東南科技大學,D 日,Master,73.61
技職,私立,德明財經科技大學,D 日,4 Bachelor,95.71
技職,私立,德明財經科技大學,D 日,2 Bachelor,100.0
技職,私立,德明財經科技大學,D 日,Master,56.02
一般,私立,明道大學,D 日,Bachelor,72.82
一般,私立,明道大學,D 日,Doctor,100.0
一般,私立,明道大學,D 日,Master,63.69
技職,私立,南開科技大學,D 日,5 Associate,85.33
技職,私立,南開科技大學,D 日,4 Bachelor,73.85
技職,私立,南開科技大學,D 日,2 Bachelor,38.44
技職,私立,南開科技大學,D 日,Master,70.28
技職,私立,中華科技大學,D 日,4 Bachelor,71.06
技職,私立,中華科技大學,D 日,2 Bachelor,38.89
技職,私立,中華科技大學,D 日,Master,70.7
技職,私立,僑光科技大學,D 日,4 Bachelor,95.18
技職,私立,僑光科技大學,D 日,Master,84.78
技職,私立,育達科技大學,D 日,4 Bachelor,57.32
技職,私立,育達科技大學,D 日,2 Bachelor,25.0
技職,私立,育達科技大學,D 日,Master,78.89
技職,私立,美和科技大學,D 日,5 Associate,97.11
技職,私立,美和科技大學,D 日,4 Bachelor,68.24
技職,私立,美和科技大學,D 日,2 Bachelor,89.62
技職,私立,美和科技大學,D 日,Master,90.67
技職,私立,吳鳳科技大學,D 日,4 Bachelor,57.86
技職,私立,吳鳳科技大學,D 日,Master,86.66
技職,私立,環球科技大學,D 日,4 Bachelor,67.88
技職,私立,環球科技大學,D 日,2 Bachelor,13.89
技職,私立,環球科技大學,D 日,Master,73.71
一般,私立,台灣首府大學,D 日,Bachelor,56.73
一般,私立,台灣首府大學,D 日,Master,75.0
技職,私立,中州科技大學,D 日,4 Bachelor,65.33
技職,私立,中州科技大學,D 日,Master,79.16
技職,私立,修平科技大學,D 日,4 Bachelor,76.34
技職,私立,修平科技大學,D 日,Master,64.64
技職,私立,長庚科技大學,D 日,5 Associate,100.0
技職,私立,長庚科技大學,D 日,4 Bachelor,97.75
技職,私立,長庚科技大學,D 日,2 Bachelor,90.93
技職,私立,長庚科技大學,D 日,Master,86.66
技職,私立,臺北城市科技大學,D 日,5 Associate,98.6
技職,私立,臺北城市科技大學,D 日,4 Bachelor,88.82
技職,私立,臺北城市科技大學,D 日,Master,100.0
技職,私立,大華科技大學,D 日,5 Associate,58.54
技職,私立,大華科技大學,D 日,4 Bachelor,36.3
技職,私立,大華科技大學,D 日,2 Bachelor,48.81
技職,私立,大華科技大學,D 日,Master,35.0
技職,私立,醒吾科技大學,D 日,5 Associate,66.6
技職,私立,醒吾科技大學,D 日,4 Bachelor,82.81
技職,私立,醒吾科技大學,D 日,Master,85.84
技職,私立,南榮科技大學,D 日,5 Associate,28.89
技職,私立,南榮科技大學,D 日,4 Bachelor,58.99
技職,私立,南榮科技大學,D 日,2 Bachelor,80.0
技職,私立,南榮科技大學,D 日,Master,100.0
技職,私立,文藻外語大學,D 日,5 Associate,100.0
技職,私立,文藻外語大學,D 日,4 Bachelor,96.79
技職,私立,文藻外語大學,D 日,2 Bachelor,77.44
技職,私立,文藻外語大學,D 日,Master,74.38
技職,私立,華夏科技大學,D 日,5 Associate,100.0
技職,私立,華夏科技大學,D 日,4 Bachelor,70.03
技職,私立,華夏科技大學,D 日,2 Bachelor,66.43
技職,私立,華夏科技大學,D 日,Master,100.0
技職,私立,慈濟科技大學,D 日,5 Associate,100.0
技職,私立,慈濟科技大學,D 日,4 Bachelor,68.4
技職,私立,慈濟科技大學,D 日,2 Bachelor,94.48
技職,私立,慈濟科技大學,D 日,Master,100.0
技職,私立,致理科技大學,D 日,5 Associate,97.61
技職,私立,致理科技大學,D 日,4 Bachelor,96.36
技職,私立,致理科技大學,D 日,2 Bachelor,100.0
技職,私立,致理科技大學,D 日,Master,80.0
一般,私立,康寧大學,D 日,2 Associate,73.33
一般,私立,康寧大學,D 日,5 Associate,100.0
一般,私立,康寧大學,D 日,Bachelor,38.08
一般,私立,康寧大學,D 日,Master,79.12
一般,私立,中信金融管理學院,D 日,Bachelor,100.0
技職,私立,大漢技術學院,D 日,4 Bachelor,40.48
技職,私立,大漢技術學院,D 日,2 Bachelor,10.0
技職,私立,大漢技術學院,D 日,Master,100.0
技職,私立,和春技術學院,D 日,5 Associate,21.98
技職,私立,和春技術學院,D 日,4 Bachelor,27.29
技職,私立,和春技術學院,D 日,2 Bachelor,42.78
技職,私立,和春技術學院,D 日,Master,100.0
技職,私立,亞東技術學院,D 日,4 Bachelor,96.66
技職,私立,亞東技術學院,D 日,2 Bachelor,100.0
技職,私立,亞東技術學院,D 日,Master,80.0
技職,私立,南亞技術學院,D 日,5 Associate,60.0
技職,私立,南亞技術學院,D 日,4 Bachelor,38.38
技職,私立,南亞技術學院,D 日,Master,76.66
一般,私立,稻江科技暨管理學院,D 日,Bachelor,56.51
一般,私立,稻江科技暨管理學院,D 日,Master,98.57
技職,私立,德霖技術學院,D 日,5 Associate,70.71
技職,私立,德霖技術學院,D 日,4 Bachelor,76.2
技職,私立,德霖技術學院,D 日,2 Bachelor,68.0
技職,私立,蘭陽技術學院,D 日,5 Associate,59.83
技職,私立,蘭陽技術學院,D 日,4 Bachelor,31.18
技職,私立,蘭陽技術學院,D 日,2 Bachelor,41.14
技職,私立,黎明技術學院,D 日,5 Associate,76.36
技職,私立,黎明技術學院,D 日,4 Bachelor,66.56
技職,私立,黎明技術學院,D 日,2 Bachelor,17.39
技職,私立,東方設計學院,D 日,5 Associate,76.21
技職,私立,東方設計學院,D 日,4 Bachelor,39.91
技職,私立,東方設計學院,D 日,Doctor,100.0
技職,私立,東方設計學院,D 日,Master,82.5
技職,私立,經國管理暨健康學院,D 日,5 Associate,87.29
技職,私立,經國管理暨健康學院,D 日,4 Bachelor,70.64
技職,私立,經國管理暨健康學院,D 日,2 Bachelor,65.0
技職,私立,經國管理暨健康學院,D 日,Master,100.0
技職,私立,崇右技術學院,D 日,5 Associate,44.42
技職,私立,崇右技術學院,D 日,4 Bachelor,70.79
技職,私立,崇右技術學院,D 日,Master,95.0
技職,私立,大同技術學院,D 日,5 Associate,29.77
技職,私立,大同技術學院,D 日,4 Bachelor,66.36
技職,私立,亞太創意技術學院,D 日,4 Bachelor,38.33
技職,私立,亞太創意技術學院,D 日,2 Bachelor,98.0
技職,私立,亞太創意技術學院,D 日,Master,66.66
技職,私立,臺灣觀光學院,D 日,5 Associate,45.33
技職,私立,臺灣觀光學院,D 日,4 Bachelor,43.83
技職,私立,臺灣觀光學院,D 日,2 Bachelor,29.55
技職,私立,臺灣觀光學院,D 日,Master,73.33
一般,私立,馬偕醫學院,D 日,Bachelor,93.61
一般,私立,馬偕醫學院,D 日,Master,87.5
一般,私立,法鼓文理學院,D 日,Master,67.98
技職,私立,台北海洋技術學院,D 日,2 Associate,27.57
技職,私立,台北海洋技術學院,D 日,5 Associate,97.27
技職,私立,台北海洋技術學院,D 日,4 Bachelor,75.19
技職,私立,台北海洋技術學院,D 日,2 Bachelor,81.2
技職,私立,台北海洋技術學院,D 日,Master,100.0
技職,私立,馬偕醫護管理專科學校,D 日,2 Associate,68.57
技職,私立,馬偕醫護管理專科學校,D 日,5 Associate,99.26
技職,私立,仁德醫護管理專科學校,D 日,5 Associate,96.16
技職,私立,樹人醫護管理專科學校,D 日,5 Associate,99.31
技職,私立,慈惠醫護管理專科學校,D 日,2 Associate,84.17
技職,私立,慈惠醫護管理專科學校,D 日,5 Associate,75.51
技職,私立,耕莘健康管理專科學校,D 日,5 Associate,89.22
技職,私立,敏惠醫護管理專科學校,D 日,5 Associate,77.25
技職,私立,高美醫護管理專科學校,D 日,5 Associate,72.92
技職,私立,育英醫護管理專科學校,D 日,5 Associate,100.0
技職,私立,崇仁醫護管理專科學校,D 日,5 Associate,98.17
技職,私立,聖母醫護管理專科學校,D 日,5 Associate,92.37
技職,私立,新生醫護管理專科學校,D 日,5 Associate,99.5
一般,公立,臺北市立大學,D 日,Bachelor,98.69
一般,公立,臺北市立大學,D 日,Doctor,90.0
