學校類別,設立別,學校名稱,日間/進修,學制別,新生註冊率
一般,公立,國立臺灣海洋大學,P 進,Bachelor,79.14
一般,公立,國立中正大學,D 日,Bachelor,95.96
一般,公立,國立中正大學,D 日,Doctor,88.35
一般,公立,國立中正大學,D 日,Master,88.44
一般,公立,國立中正大學,N 職,Master,84.39
一般,公立,國立高雄師範大學,D 日,Bachelor,95.96
一般,公立,國立高雄師範大學,D 日,Doctor,93.83
一般,公立,國立高雄師範大學,D 日,Master,90.02
一般,公立,國立高雄師範大學,N 職,Master,81.58
一般,公立,國立彰化師範大學,D 日,Bachelor,96.89
一般,公立,國立彰化師範大學,D 日,Doctor,98.86
一般,公立,國立彰化師範大學,D 日,Master,89.60
一般,公立,國立彰化師範大學,N 職,Master,96.41
一般,公立,國立陽明大學,D 日,Bachelor,89.95
一般,公立,國立陽明大學,D 日,Doctor,72.22
一般,公立,國立陽明大學,D 日,Master,85.95
一般,公立,國立陽明大學,N 職,Master,78.46
一般,公立,國立臺北大學,D 日,Bachelor,96.30
一般,公立,國立臺北大學,D 日,Doctor,92.68
一般,公立,國立臺北大學,D 日,Master,94.47
一般,公立,國立臺北大學,N 職,Master,98.34
一般,公立,國立臺北大學,P 進,Bachelor,92.31
一般,公立,國立嘉義大學,D 日,Bachelor,95.05
一般,公立,國立嘉義大學,D 日,Doctor,100.00
一般,公立,國立嘉義大學,D 日,Master,70.46
一般,公立,國立嘉義大學,N 職,Master,95.10
一般,公立,國立嘉義大學,P 進,Bachelor,90.37
一般,公立,國立高雄大學,D 日,Bachelor,95.72
一般,公立,國立高雄大學,D 日,Doctor,71.43
一般,公立,國立高雄大學,D 日,Master,83.83
一般,公立,國立高雄大學,N 職,Master,80.47
一般,公立,國立高雄大學,V 職,others,100.00
一般,公立,國立東華大學,D 日,Bachelor,95.85
一般,公立,國立東華大學,D 日,Doctor,92.98
一般,公立,國立東華大學,D 日,Master,71.30
一般,公立,國立東華大學,N 職,Master,66.20
一般,公立,國立暨南國際大學,D 日,Bachelor,95.64
一般,公立,國立暨南國際大學,D 日,Doctor,83.33
一般,公立,國立暨南國際大學,D 日,Master,60.31
一般,公立,國立暨南國際大學,N 職,Master,79.67
技職,公立,國立臺灣科技大學,D 日,4 Bachelor,99.21
技職,公立,國立臺灣科技大學,D 日,2 Bachelor,100.00
技職,公立,國立臺灣科技大學,D 日,Doctor,80.75
技職,公立,國立臺灣科技大學,D 日,Master,96.70
技職,公立,國立臺灣科技大學,N 職,Master,98.37
技職,公立,國立雲林科技大學,D 日,4 Bachelor,98.70
技職,公立,國立雲林科技大學,D 日,2 Bachelor,83.75
技職,公立,國立雲林科技大學,D 日,Doctor,82.56
技職,公立,國立雲林科技大學,D 日,Master,83.38
技職,公立,國立雲林科技大學,N 修,4 Bachelor,100.00
技職,公立,國立雲林科技大學,N 職,Master,71.24
技職,公立,國立屏東科技大學,D 日,4 Bachelor,94.98
技職,公立,國立屏東科技大學,D 日,Doctor,82.86
技職,公立,國立屏東科技大學,D 日,Master,67.31
技職,公立,國立屏東科技大學,N 修,4 Bachelor,74.08
技職,公立,國立屏東科技大學,N 職,Master,77.87
技職,公立,國立臺北科技大學,D 日,4 Bachelor,99.80
技職,公立,國立臺北科技大學,D 日,Doctor,80.15
技職,公立,國立臺北科技大學,D 日,Master,97.67
技職,公立,國立臺北科技大學,N 修,4 Bachelor,100.00
技職,公立,國立臺北科技大學,N 修,2 Bachelor,41.54
技職,公立,國立臺北科技大學,N 職,Master,98.28
技職,公立,國立高雄第一科技大學,D 日,4 Bachelor,97.85
技職,公立,國立高雄第一科技大學,D 日,2 Bachelor,95.38
技職,公立,國立高雄第一科技大學,D 日,Doctor,86.49
技職,公立,國立高雄第一科技大學,D 日,Master,84.40
技職,公立,國立高雄第一科技大學,N 職,Master,81.58
技職,公立,國立高雄應用科技大學,D 日,4 Bachelor,98.57
技職,公立,國立高雄應用科技大學,D 日,2 Bachelor,87.18
技職,公立,國立高雄應用科技大學,D 日,Doctor,97.62
技職,公立,國立高雄應用科技大學,D 日,Master,78.61
技職,公立,國立高雄應用科技大學,N 修,4 Bachelor,96.06
技職,公立,國立高雄應用科技大學,N 修,2 Bachelor,99.17
技職,公立,國立高雄應用科技大學,N 職,Master,87.52
技職,公立,國立高雄應用科技大學,N 修,others,100.00
一般,公立,國立臺北藝術大學,D 日,Bachelor,96.29
一般,公立,國立臺北藝術大學,D 日,Doctor,94.74
一般,公立,國立臺北藝術大學,D 日,Master,92.94
一般,公立,國立臺北藝術大學,N 職,Master,100.00
一般,公立,國立臺灣藝術大學,D 日,Bachelor,98.58
一般,公立,國立臺灣藝術大學,D 日,Doctor,100.00
一般,公立,國立臺灣藝術大學,D 日,Master,91.83
一般,公立,國立臺灣藝術大學,N 職,Master,94.29
一般,公立,國立臺灣藝術大學,P 進,Bachelor,100.00
一般,公立,國立臺灣藝術大學,V 職,others,100.00
一般,公立,國立臺東大學,D 日,Bachelor,93.61
一般,公立,國立臺東大學,D 日,Doctor,100.00
一般,公立,國立臺東大學,D 日,Master,78.85
一般,公立,國立臺東大學,N 職,Master,71.29
一般,公立,國立臺東大學,P 進,Bachelor,48.57
一般,公立,國立宜蘭大學,D 日,Bachelor,94.84
一般,公立,國立宜蘭大學,D 日,Doctor,100.00
一般,公立,國立宜蘭大學,D 日,Master,82.01
一般,公立,國立宜蘭大學,N 職,Master,90.57
一般,公立,國立宜蘭大學,P 進,Bachelor,98.18
一般,公立,國立聯合大學,D 日,Bachelor,92.49
一般,公立,國立聯合大學,D 日,Doctor,100.00
一般,公立,國立聯合大學,D 日,Master,76.00
一般,公立,國立聯合大學,N 職,Master,100.00
一般,公立,國立聯合大學,P 進,Bachelor,72.00
技職,公立,國立虎尾科技大學,D 日,4 Bachelor,96.87
技職,公立,國立虎尾科技大學,D 日,2 Bachelor,77.78
技職,公立,國立虎尾科技大學,D 日,Doctor,60.00
技職,公立,國立虎尾科技大學,D 日,Master,61.32
技職,公立,國立虎尾科技大學,N 修,4 Bachelor,91.49
技職,公立,國立虎尾科技大學,N 修,2 Bachelor,88.06
技職,公立,國立虎尾科技大學,N 職,Master,67.86
技職,公立,國立虎尾科技大學,N 修,others,86.54
技職,公立,國立高雄海洋科技大學,D 日,5 Associate,96.00
技職,公立,國立高雄海洋科技大學,D 日,4 Bachelor,95.94
技職,公立,國立高雄海洋科技大學,D 日,2 Bachelor,98.89
技職,公立,國立高雄海洋科技大學,D 日,Doctor,88.89
技職,公立,國立高雄海洋科技大學,D 日,Master,71.50
技職,公立,國立高雄海洋科技大學,N 修,4 Bachelor,82.59
技職,公立,國立高雄海洋科技大學,N 職,Master,74.53
一般,公立,國立臺南藝術大學,D 日,Bachelor,97.00
一般,公立,國立臺南藝術大學,D 日,Doctor,100.00
一般,公立,國立臺南藝術大學,D 日,Master,85.49
一般,公立,國立臺南藝術大學,N 職,Master,65.00
一般,公立,國立臺南大學,D 日,Bachelor,96.22
一般,公立,國立臺南大學,D 日,Doctor,100.00
一般,公立,國立臺南大學,D 日,Master,74.77
一般,公立,國立臺南大學,N 職,Master,91.73
一般,公立,國立臺南大學,P 進,Bachelor,53.85
一般,公立,國立臺北教育大學,D 日,Bachelor,97.66
一般,公立,國立臺北教育大學,D 日,Doctor,100.00
一般,公立,國立臺北教育大學,D 日,Master,97.64
一般,公立,國立臺北教育大學,N 職,Master,94.86
一般,公立,國立臺中教育大學,D 日,Bachelor,97.39
一般,公立,國立臺中教育大學,D 日,Doctor,100.00
一般,公立,國立臺中教育大學,D 日,Master,94.39
一般,公立,國立臺中教育大學,N 職,Master,91.18
技職,公立,國立澎湖科技大學,D 日,4 Bachelor,85.53
技職,公立,國立澎湖科技大學,D 日,Master,84.00
技職,公立,國立澎湖科技大學,N 修,4 Bachelor,96.88
技職,公立,國立澎湖科技大學,N 職,Master,100.00
技職,公立,國立勤益科技大學,D 日,4 Bachelor,97.39
技職,公立,國立勤益科技大學,D 日,2 Bachelor,80.56
技職,公立,國立勤益科技大學,D 日,Doctor,100.00
技職,公立,國立勤益科技大學,D 日,Master,60.00
技職,公立,國立勤益科技大學,N 修,4 Bachelor,97.42
技職,公立,國立勤益科技大學,N 修,2 Bachelor,22.73
技職,公立,國立勤益科技大學,N 職,Master,76.64
技職,公立,國立勤益科技大學,N 修,others,80.82
技職,公立,國立勤益科技大學,N 修,others,80.75
一般,公立,國立體育大學,D 日,Bachelor,96.00
一般,公立,國立體育大學,D 日,Doctor,100.00
一般,公立,國立體育大學,D 日,Master,95.56
一般,公立,國立體育大學,N 職,Master,100.00
一般,公立,國立體育大學,V 職,others,76.00
技職,公立,國立臺北護理健康大學,D 日,4 Bachelor,94.74
技職,公立,國立臺北護理健康大學,D 日,2 Bachelor,98.18
技職,公立,國立臺北護理健康大學,D 日,Doctor,100.00
技職,公立,國立臺北護理健康大學,D 日,Master,96.09
技職,公立,國立臺北護理健康大學,N 修,2 Bachelor,100.00
技職,公立,國立臺北護理健康大學,N 職,Master,95.52
技職,公立,國立高雄餐旅大學,D 日,5 Associate,90.00
技職,公立,國立高雄餐旅大學,D 日,4 Bachelor,98.31
技職,公立,國立高雄餐旅大學,D 日,2 Bachelor,94.00
技職,公立,國立高雄餐旅大學,D 日,Doctor,100.00
技職,公立,國立高雄餐旅大學,D 日,Master,70.33
技職,公立,國立高雄餐旅大學,N 修,4 Bachelor,93.33
技職,公立,國立高雄餐旅大學,N 修,2 Bachelor,97.39
技職,公立,國立高雄餐旅大學,N 職,Master,45.45
一般,公立,國立金門大學,D 日,Bachelor,89.97
一般,公立,國立金門大學,D 日,Master,67.33
一般,公立,國立金門大學,N 職,Master,70.59
一般,公立,國立金門大學,P 進,Bachelor,94.52
一般,公立,國立臺灣體育運動大學,D 日,Bachelor,96.30
一般,公立,國立臺灣體育運動大學,D 日,Master,82.65
一般,公立,國立臺灣體育運動大學,N 職,Master,86.05
一般,公立,國立臺灣體育運動大學,P 進,Bachelor,97.98
技職,公立,國立臺中科技大學,D 日,5 Associate,99.84
技職,公立,國立臺中科技大學,D 日,4 Bachelor,98.26
技職,公立,國立臺中科技大學,D 日,2 Bachelor,96.15
技職,公立,國立臺中科技大學,D 日,Master,88.32
技職,公立,國立臺中科技大學,N 修,4 Bachelor,99.15
技職,公立,國立臺中科技大學,N 修,2 Bachelor,90.52
技職,公立,國立臺中科技大學,N 職,Master,97.06
技職,公立,國立臺中科技大學,N 修,others,93.26
技職,公立,國立臺中科技大學,N 修,others,94.50
技職,公立,國立臺北商業大學,D 日,5 Associate,93.71
技職,公立,國立臺北商業大學,D 日,4 Bachelor,97.67
技職,公立,國立臺北商業大學,D 日,2 Bachelor,97.74
技職,公立,國立臺北商業大學,D 日,Master,97.62
技職,公立,國立臺北商業大學,N 修,4 Bachelor,93.75
技職,公立,國立臺北商業大學,N 修,2 Bachelor,99.15
技職,公立,國立臺北商業大學,N 職,Master,100.00
技職,公立,國立臺北商業大學,N 修,others,97.47
一般,公立,國立屏東大學,D 日,Bachelor,95.00
一般,公立,國立屏東大學,D 日,Doctor,100.00
一般,公立,國立屏東大學,D 日,Master,68.15
一般,公立,國立屏東大學,N 職,Master,85.90
一般,公立,國立屏東大學,P 進,Bachelor,90.64
技職,公立,國立臺灣戲曲學院,D 日,4 Bachelor,98.61
技職,公立,國立臺南護理專科學校,D 日,2 Associate,82.69
技職,公立,國立臺南護理專科學校,D 日,5 Associate,99.44
技職,公立,國立臺南護理專科學校,N 修,2 Associate,83.33
技職,公立,國立臺東專科學校,D 日,2 Associate,74.86
技職,公立,國立臺東專科學校,D 日,5 Associate,60.74
技職,公立,國立臺東專科學校,N 修,2 Associate,35.71
一般,私立,東海大學,D 日,Bachelor,96.48
一般,私立,東海大學,D 日,Doctor,80.00
一般,私立,東海大學,D 日,Master,70.38
一般,私立,東海大學,N 職,Master,80.26
一般,私立,東海大學,P 進,Bachelor,43.85
一般,私立,輔仁大學,D 日,Bachelor,96.89
一般,私立,輔仁大學,D 日,Doctor,87.50
一般,私立,輔仁大學,D 日,Master,75.09
一般,私立,輔仁大學,N 職,Master,89.27
一般,私立,輔仁大學,P 進,Bachelor,83.64
一般,私立,輔仁大學,V 職,others,100.00
一般,私立,東吳大學,D 日,Bachelor,96.88
一般,私立,東吳大學,D 日,Doctor,82.35
一般,私立,東吳大學,D 日,Master,87.36
一般,私立,東吳大學,N 職,Master,87.19
一般,私立,東吳大學,P 進,Bachelor,78.83
一般,私立,中原大學,D 日,Bachelor,97.74
一般,私立,中原大學,D 日,Doctor,92.06
一般,私立,中原大學,D 日,Master,80.27
一般,私立,中原大學,N 職,Master,87.97
一般,私立,淡江大學,D 日,Bachelor,96.14
一般,私立,淡江大學,D 日,Doctor,81.61
一般,私立,淡江大學,D 日,Master,69.52
一般,私立,淡江大學,N 職,Master,72.21
一般,私立,淡江大學,P 進,Bachelor,34.05
一般,私立,中國文化大學,D 日,Bachelor,91.03
一般,私立,中國文化大學,D 日,Doctor,97.14
一般,私立,中國文化大學,D 日,Master,62.82
一般,私立,中國文化大學,N 職,Master,77.73
一般,私立,中國文化大學,P 進,Bachelor,75.00
一般,私立,中國文化大學,V 職,others,100.00
一般,私立,逢甲大學,D 日,Bachelor,96.34
一般,私立,逢甲大學,D 日,Doctor,82.93
一般,私立,逢甲大學,D 日,Master,81.66
一般,私立,逢甲大學,N 職,Master,92.35
一般,私立,逢甲大學,P 進,Bachelor,82.16
一般,私立,靜宜大學,D 日,Bachelor,96.27
一般,私立,靜宜大學,D 日,Doctor,100.00
一般,私立,靜宜大學,D 日,Master,66.55
一般,私立,靜宜大學,N 職,Master,84.21
一般,私立,長庚大學,D 日,Bachelor,94.90
一般,私立,長庚大學,D 日,Doctor,77.78
一般,私立,長庚大學,D 日,Master,68.30
一般,私立,長庚大學,N 職,Master,77.00
一般,私立,元智大學,D 日,Bachelor,96.78
一般,私立,元智大學,D 日,Doctor,71.15
一般,私立,元智大學,D 日,Master,55.10
一般,私立,元智大學,N 職,Master,54.64
一般,私立,中華大學,D 日,Bachelor,60.20
一般,私立,中華大學,D 日,Doctor,83.33
一般,私立,中華大學,D 日,Master,74.23
一般,私立,中華大學,N 職,Master,65.64
一般,私立,中華大學,P 進,Bachelor,94.92
一般,私立,中華大學,V 職,others,100.00
一般,私立,大葉大學,D 日,Bachelor,67.57
一般,私立,大葉大學,D 日,Doctor,96.43
一般,私立,大葉大學,D 日,Master,57.94
一般,私立,大葉大學,N 職,Master,72.42
一般,私立,大葉大學,P 進,Bachelor,49.39
一般,私立,大葉大學,V 職,others,44.44
一般,私立,華梵大學,D 日,Bachelor,27.27
一般,私立,華梵大學,D 日,Doctor,100.00
一般,私立,華梵大學,D 日,Master,61.03
一般,私立,華梵大學,N 職,Master,30.64
一般,私立,義守大學,D 日,Bachelor,90.35
一般,私立,義守大學,D 日,Doctor,96.67
一般,私立,義守大學,D 日,Master,65.80
一般,私立,義守大學,N 職,Master,75.24
一般,私立,義守大學,P 進,Bachelor,51.57
一般,私立,義守大學,V 職,others,74.56
一般,私立,世新大學,D 日,Bachelor,96.76
一般,私立,世新大學,D 日,Doctor,100.00
一般,私立,世新大學,D 日,Master,74.48
一般,私立,世新大學,N 職,Master,66.20
一般,私立,世新大學,P 進,Bachelor,66.18
一般,私立,銘傳大學,D 日,Bachelor,97.16
一般,私立,銘傳大學,D 日,Doctor,58.33
一般,私立,銘傳大學,D 日,Master,69.71
一般,私立,銘傳大學,N 職,Master,78.82
一般,私立,實踐大學,D 日,Bachelor,82.96
一般,私立,實踐大學,D 日,Doctor,100.00
一般,私立,實踐大學,D 日,Master,73.91
一般,私立,實踐大學,N 職,Master,71.25
一般,私立,實踐大學,P 進,Bachelor,67.87
一般,私立,實踐大學,V 職,others,100.00
技職,私立,朝陽科技大學,D 日,4 Bachelor,93.85
技職,私立,朝陽科技大學,D 日,Doctor,88.89
技職,私立,朝陽科技大學,D 日,Master,60.81
技職,私立,朝陽科技大學,N 修,4 Bachelor,91.67
技職,私立,朝陽科技大學,N 職,Master,58.85
一般,私立,高雄醫學大學,D 日,Bachelor,91.96
一般,私立,高雄醫學大學,D 日,Doctor,91.38
一般,私立,高雄醫學大學,D 日,Master,83.71
一般,私立,高雄醫學大學,N 職,Master,84.87
一般,私立,高雄醫學大學,V 職,others,43.33
一般,私立,南華大學,D 日,Bachelor,82.79
一般,私立,南華大學,D 日,Doctor,100.00
一般,私立,南華大學,D 日,Master,95.65
一般,私立,南華大學,N 職,Master,94.15
一般,私立,南華大學,P 進,Bachelor,100.00
一般,私立,真理大學,D 日,Bachelor,63.04
一般,私立,真理大學,D 日,Master,61.29
一般,私立,真理大學,N 職,Master,50.00
一般,私立,真理大學,P 進,Bachelor,83.02
一般,私立,大同大學,D 日,Bachelor,96.13
一般,私立,大同大學,D 日,Doctor,81.82
一般,私立,大同大學,D 日,Master,62.55
一般,私立,大同大學,N 職,Master,51.20
技職,私立,南臺科技大學,D 日,4 Bachelor,90.22
技職,私立,南臺科技大學,D 日,2 Bachelor,46.10
技職,私立,南臺科技大學,D 日,Doctor,81.82
技職,私立,南臺科技大學,D 日,Master,63.62
技職,私立,南臺科技大學,N 修,4 Bachelor,67.83
技職,私立,南臺科技大學,N 修,2 Bachelor,59.17
技職,私立,南臺科技大學,N 職,Master,62.41
技職,私立,南臺科技大學,V 職,4 Bachelor,29.82
技職,私立,崑山科技大學,D 日,4 Bachelor,72.51
技職,私立,崑山科技大學,D 日,Doctor,100.00
技職,私立,崑山科技大學,D 日,Master,56.47
技職,私立,崑山科技大學,N 修,4 Bachelor,69.84
技職,私立,崑山科技大學,N 修,2 Bachelor,61.96
技職,私立,崑山科技大學,N 職,Master,72.48
技職,私立,崑山科技大學,N 修,others,58.49
技職,私立,崑山科技大學,V 職,4 Bachelor,68.97
技職,私立,嘉南藥理大學,D 日,4 Bachelor,70.73
技職,私立,嘉南藥理大學,D 日,2 Bachelor,53.95
技職,私立,嘉南藥理大學,D 日,Master,49.47
技職,私立,嘉南藥理大學,N 修,4 Bachelor,52.21
技職,私立,嘉南藥理大學,N 修,2 Bachelor,91.60
技職,私立,嘉南藥理大學,N 職,Master,86.23
技職,私立,嘉南藥理大學,V 職,4 Bachelor,17.33
技職,私立,樹德科技大學,D 日,4 Bachelor,82.40
技職,私立,樹德科技大學,D 日,Doctor,83.33
技職,私立,樹德科技大學,D 日,Master,75.63
技職,私立,樹德科技大學,N 修,4 Bachelor,82.94
技職,私立,樹德科技大學,N 修,2 Bachelor,93.75
技職,私立,樹德科技大學,N 職,Master,76.64
技職,私立,樹德科技大學,N 修,others,93.55
一般,私立,慈濟大學,D 日,Bachelor,80.19
一般,私立,慈濟大學,D 日,Doctor,52.00
一般,私立,慈濟大學,D 日,Master,68.13
一般,私立,慈濟大學,N 職,Master,100.00
一般,私立,臺北醫學大學,D 日,Bachelor,94.12
一般,私立,臺北醫學大學,D 日,Doctor,92.19
一般,私立,臺北醫學大學,D 日,Master,85.77
一般,私立,臺北醫學大學,N 職,Master,97.06
一般,私立,中山醫學大學,D 日,Bachelor,90.65
一般,私立,中山醫學大學,D 日,Doctor,92.68
一般,私立,中山醫學大學,D 日,Master,83.21
一般,私立,中山醫學大學,N 職,Master,75.95
一般,私立,中山醫學大學,V 職,others,100.00
技職,私立,龍華科技大學,D 日,5 Associate,22.92
技職,私立,龍華科技大學,D 日,4 Bachelor,85.63
技職,私立,龍華科技大學,D 日,Master,100.00
技職,私立,龍華科技大學,N 修,4 Bachelor,100.00
技職,私立,龍華科技大學,N 職,Master,100.00
技職,私立,輔英科技大學,D 日,5 Associate,99.80
技職,私立,輔英科技大學,D 日,4 Bachelor,71.89
技職,私立,輔英科技大學,D 日,2 Bachelor,96.85
技職,私立,輔英科技大學,D 日,Master,100.00
技職,私立,輔英科技大學,N 修,4 Bachelor,100.00
技職,私立,輔英科技大學,N 修,2 Bachelor,99.68
技職,私立,輔英科技大學,N 職,Master,100.00
技職,私立,明新科技大學,D 日,4 Bachelor,74.61
技職,私立,明新科技大學,D 日,Master,56.15
技職,私立,明新科技大學,N 修,2 Associate,53.33
技職,私立,明新科技大學,N 修,4 Bachelor,63.64
技職,私立,明新科技大學,N 修,2 Bachelor,38.33
技職,私立,明新科技大學,N 職,Master,72.95
技職,私立,明新科技大學,N 修,others,100.00
技職,私立,明新科技大學,N 修,others,55.00
一般,私立,長榮大學,D 日,Bachelor,66.78
一般,私立,長榮大學,D 日,Doctor,100.00
一般,私立,長榮大學,D 日,Master,58.37
一般,私立,長榮大學,N 職,Master,55.41
一般,私立,長榮大學,P 進,Bachelor,70.67
技職,私立,弘光科技大學,D 日,5 Associate,100.00
技職,私立,弘光科技大學,D 日,4 Bachelor,89.72
技職,私立,弘光科技大學,D 日,2 Bachelor,99.72
技職,私立,弘光科技大學,D 日,Doctor,100.00
技職,私立,弘光科技大學,D 日,Master,79.05
技職,私立,弘光科技大學,N 修,2 Associate,97.78
技職,私立,弘光科技大學,N 修,4 Bachelor,98.40
技職,私立,弘光科技大學,N 修,2 Bachelor,80.54
技職,私立,弘光科技大學,N 職,Master,84.78
技職,私立,弘光科技大學,V 職,4 Bachelor,92.50
一般,私立,中國醫藥大學,D 日,Bachelor,92.21
一般,私立,中國醫藥大學,D 日,Doctor,81.72
一般,私立,中國醫藥大學,D 日,Master,85.62
一般,私立,中國醫藥大學,N 職,Master,94.29
一般,私立,中國醫藥大學,V 職,others,38.24
技職,私立,健行科技大學,D 日,4 Bachelor,70.01
技職,私立,健行科技大學,D 日,2 Bachelor,65.67
技職,私立,健行科技大學,D 日,Master,67.61
技職,私立,健行科技大學,N 修,4 Bachelor,98.27
技職,私立,健行科技大學,N 修,2 Bachelor,83.56
技職,私立,健行科技大學,N 職,Master,13.70
技職,私立,正修科技大學,D 日,4 Bachelor,78.20
技職,私立,正修科技大學,D 日,Doctor,100.00
技職,私立,正修科技大學,D 日,Master,99.25
技職,私立,正修科技大學,N 修,4 Bachelor,93.30
技職,私立,正修科技大學,N 修,2 Bachelor,97.79
技職,私立,正修科技大學,N 職,Master,97.06
技職,私立,正修科技大學,N 修,others,88.26
技職,私立,萬能科技大學,D 日,4 Bachelor,76.46
技職,私立,萬能科技大學,D 日,Master,84.72
技職,私立,萬能科技大學,N 修,4 Bachelor,98.38
技職,私立,萬能科技大學,N 修,2 Bachelor,98.08
技職,私立,萬能科技大學,N 職,Master,86.32
技職,私立,萬能科技大學,N 修,others,91.54
技職,私立,萬能科技大學,V 職,4 Bachelor,97.39
一般,私立,玄奘大學,D 日,Bachelor,57.21
一般,私立,玄奘大學,D 日,Master,48.82
一般,私立,玄奘大學,N 職,Master,61.11
一般,私立,玄奘大學,P 進,Bachelor,25.32
技職,私立,建國科技大學,D 日,4 Bachelor,58.65
技職,私立,建國科技大學,D 日,Master,62.96
技職,私立,建國科技大學,N 修,4 Bachelor,61.78
技職,私立,建國科技大學,N 修,2 Bachelor,55.02
技職,私立,建國科技大學,N 修,others,79.69
技職,私立,建國科技大學,N 修,others,61.84
技職,私立,明志科技大學,D 日,4 Bachelor,94.52
技職,私立,明志科技大學,D 日,Doctor,0
技職,私立,明志科技大學,D 日,Master,86.00
技職,私立,明志科技大學,N 修,4 Bachelor,64.22
技職,私立,明志科技大學,N 職,Master,24.32
技職,私立,明志科技大學,V 職,4 Bachelor,0
技職,私立,高苑科技大學,D 日,4 Bachelor,50.34
技職,私立,高苑科技大學,D 日,Master,56.67
技職,私立,高苑科技大學,N 修,4 Bachelor,40.71
技職,私立,高苑科技大學,N 職,Master,81.75
技職,私立,高苑科技大學,N 修,others,74.89
技職,私立,高苑科技大學,N 修,others,43.99
技職,私立,高苑科技大學,V 職,4 Bachelor,16.67
技職,私立,大仁科技大學,D 日,4 Bachelor,60.71
技職,私立,大仁科技大學,D 日,2 Bachelor,15.00
技職,私立,大仁科技大學,D 日,Master,85.11
技職,私立,大仁科技大學,N 修,4 Bachelor,72.61
技職,私立,大仁科技大學,N 修,2 Bachelor,94.72
技職,私立,大仁科技大學,N 職,Master,95.76
技職,私立,大仁科技大學,N 修,others,74.81
技職,私立,聖約翰科技大學,D 日,5 Associate,45.73
技職,私立,聖約翰科技大學,D 日,4 Bachelor,63.50
技職,私立,聖約翰科技大學,D 日,Master,72.06
技職,私立,聖約翰科技大學,N 修,4 Bachelor,100.00
技職,私立,聖約翰科技大學,N 職,Master,78.57
技職,私立,嶺東科技大學,D 日,4 Bachelor,89.86
技職,私立,嶺東科技大學,D 日,Master,76.87
技職,私立,嶺東科技大學,N 修,4 Bachelor,99.76
技職,私立,嶺東科技大學,N 職,Master,94.67
技職,私立,中國科技大學,D 日,4 Bachelor,74.54
技職,私立,中國科技大學,D 日,Master,87.36
技職,私立,中國科技大學,N 修,4 Bachelor,52.00
技職,私立,中國科技大學,N 職,Master,85.71
技職,私立,中國科技大學,N 修,others,84.47
技職,私立,中國科技大學,N 修,others,68.44
技職,私立,中臺科技大學,D 日,4 Bachelor,79.68
技職,私立,中臺科技大學,D 日,2 Bachelor,81.61
技職,私立,中臺科技大學,D 日,Doctor,100.00
技職,私立,中臺科技大學,D 日,Master,59.78
技職,私立,中臺科技大學,N 修,4 Bachelor,80.95
技職,私立,中臺科技大學,N 修,2 Bachelor,77.68
技職,私立,中臺科技大學,N 職,Master,78.67
技職,私立,中臺科技大學,V 職,4 Bachelor,42.11
一般,私立,亞洲大學,D 日,Bachelor,97.60
一般,私立,亞洲大學,D 日,Doctor,96.97
一般,私立,亞洲大學,D 日,Master,76.85
一般,私立,亞洲大學,N 職,Master,89.47
