學校類別,設立別,學校名稱,日間/進修,學制別,新生註冊率
技職,私立,中國科技大學,D 日,Master,76.09
技職,私立,中國科技大學,N 修,4 Bachelor,64.77
技職,私立,中國科技大學,N 職,Master,51.43
技職,私立,中國科技大學,N 修,others,73.25
技職,私立,中國科技大學,N 修,others,60.08
技職,私立,中臺科技大學,D 日,4 Bachelor,88.58
技職,私立,中臺科技大學,D 日,2 Bachelor,90.65
技職,私立,中臺科技大學,D 日,Doctor,75.00
技職,私立,中臺科技大學,D 日,Master,76.00
技職,私立,中臺科技大學,N 修,4 Bachelor,87.43
技職,私立,中臺科技大學,N 修,2 Bachelor,95.98
技職,私立,中臺科技大學,N 職,Master,78.00
技職,私立,中臺科技大學,V 職,4 Bachelor,71.43
一般,私立,亞洲大學,D 日,Bachelor,97.69
一般,私立,亞洲大學,D 日,Doctor,100.00
一般,私立,亞洲大學,D 日,Master,81.21
一般,私立,亞洲大學,N 職,Master,89.47
一般,私立,亞洲大學,P 進,Bachelor,84.11
一般,私立,開南大學,D 日,Bachelor,62.52
一般,私立,開南大學,D 日,Master,68.03
一般,私立,開南大學,N 職,Master,79.46
一般,私立,開南大學,P 進,Bachelor,75.95
一般,私立,佛光大學,D 日,Bachelor,93.08
一般,私立,佛光大學,D 日,Doctor,100.00
一般,私立,佛光大學,D 日,Master,70.71
一般,私立,佛光大學,N 職,Master,66.67
技職,私立,台南應用科技大學,D 日,5 Associate,92.80
技職,私立,台南應用科技大學,D 日,4 Bachelor,92.51
技職,私立,台南應用科技大學,D 日,2 Bachelor,55.56
技職,私立,台南應用科技大學,D 日,Master,49.44
技職,私立,台南應用科技大學,N 修,4 Bachelor,77.87
技職,私立,台南應用科技大學,N 修,2 Bachelor,83.12
技職,私立,台南應用科技大學,N 職,Master,44.44
技職,私立,台南應用科技大學,V 職,4 Bachelor,86.15
技職,私立,遠東科技大學,D 日,4 Bachelor,52.55
技職,私立,遠東科技大學,D 日,Master,73.11
技職,私立,遠東科技大學,N 修,4 Bachelor,65.20
技職,私立,遠東科技大學,N 修,2 Bachelor,62.00
技職,私立,遠東科技大學,N 職,Master,32.00
技職,私立,遠東科技大學,N 修,others,61.94
技職,私立,遠東科技大學,N 修,others,41.96
技職,私立,遠東科技大學,V 職,2 Associate,38.00
技職,私立,元培醫事科技大學,D 日,4 Bachelor,57.70
技職,私立,元培醫事科技大學,D 日,2 Bachelor,100.00
技職,私立,元培醫事科技大學,D 日,Master,89.68
技職,私立,元培醫事科技大學,N 修,4 Bachelor,94.22
技職,私立,元培醫事科技大學,N 修,2 Bachelor,92.91
技職,私立,元培醫事科技大學,N 職,Master,100.00
技職,私立,元培醫事科技大學,N 修,others,91.72
技職,私立,景文科技大學,D 日,4 Bachelor,71.33
技職,私立,景文科技大學,D 日,Master,77.78
技職,私立,景文科技大學,N 修,4 Bachelor,81.83
技職,私立,景文科技大學,N 修,2 Bachelor,68.75
技職,私立,景文科技大學,N 職,Master,70.13
技職,私立,景文科技大學,N 修,others,57.14
技職,私立,中華醫事科技大學,D 日,2 Associate,100.00
技職,私立,中華醫事科技大學,D 日,5 Associate,95.41
技職,私立,中華醫事科技大學,D 日,4 Bachelor,63.11
技職,私立,中華醫事科技大學,D 日,2 Bachelor,89.91
技職,私立,中華醫事科技大學,D 日,Master,100.00
技職,私立,中華醫事科技大學,N 修,2 Associate,23.00
技職,私立,中華醫事科技大學,N 修,4 Bachelor,47.88
技職,私立,中華醫事科技大學,N 修,2 Bachelor,85.94
技職,私立,中華醫事科技大學,N 職,Master,100.00
技職,私立,東南科技大學,D 日,4 Bachelor,61.79
技職,私立,東南科技大學,D 日,Master,71.21
技職,私立,東南科技大學,N 修,4 Bachelor,94.12
技職,私立,東南科技大學,N 修,2 Bachelor,41.94
技職,私立,東南科技大學,N 職,Master,90.63
技職,私立,德明財經科技大學,D 日,4 Bachelor,92.78
技職,私立,德明財經科技大學,D 日,2 Bachelor,68.75
技職,私立,德明財經科技大學,D 日,Master,67.74
技職,私立,德明財經科技大學,N 修,4 Bachelor,56.29
技職,私立,德明財經科技大學,N 修,2 Bachelor,45.21
技職,私立,德明財經科技大學,N 職,Master,58.70
技職,私立,德明財經科技大學,N 修,others,57.00
技職,私立,德明財經科技大學,N 修,others,43.59
一般,私立,明道大學,D 日,Bachelor,53.92
一般,私立,明道大學,D 日,Doctor,100.00
一般,私立,明道大學,D 日,Master,68.33
一般,私立,明道大學,N 職,Master,68.33
一般,私立,明道大學,P 進,Bachelor,61.06
技職,私立,南開科技大學,D 日,5 Associate,71.10
技職,私立,南開科技大學,D 日,4 Bachelor,60.08
技職,私立,南開科技大學,D 日,2 Bachelor,28.89
技職,私立,南開科技大學,D 日,Master,65.08
技職,私立,南開科技大學,N 修,4 Bachelor,53.70
技職,私立,南開科技大學,N 職,Master,46.58
技職,私立,南開科技大學,N 修,others,51.19
技職,私立,南開科技大學,N 修,others,57.30
技職,私立,中華科技大學,D 日,4 Bachelor,71.16
技職,私立,中華科技大學,D 日,2 Bachelor,66.67
技職,私立,中華科技大學,D 日,Master,72.15
技職,私立,中華科技大學,N 修,4 Bachelor,75.77
技職,私立,中華科技大學,N 修,2 Bachelor,95.71
技職,私立,中華科技大學,N 職,Master,59.26
技職,私立,中華科技大學,N 修,others,81.60
技職,私立,僑光科技大學,D 日,4 Bachelor,91.51
技職,私立,僑光科技大學,D 日,Master,80.00
技職,私立,僑光科技大學,N 修,2 Associate,80.00
技職,私立,僑光科技大學,N 修,4 Bachelor,99.29
技職,私立,僑光科技大學,N 修,2 Bachelor,98.39
技職,私立,僑光科技大學,N 職,Master,100.00
技職,私立,僑光科技大學,V 職,2 Associate,60.00
技職,私立,僑光科技大學,V 職,4 Bachelor,100.00
技職,私立,育達科技大學,D 日,4 Bachelor,43.45
技職,私立,育達科技大學,D 日,Master,71.76
技職,私立,育達科技大學,N 修,4 Bachelor,61.02
技職,私立,育達科技大學,N 修,2 Bachelor,98.89
技職,私立,育達科技大學,N 職,Master,91.92
技職,私立,美和科技大學,D 日,5 Associate,87.91
技職,私立,美和科技大學,D 日,4 Bachelor,70.04
技職,私立,美和科技大學,D 日,2 Bachelor,74.84
技職,私立,美和科技大學,D 日,Master,95.71
技職,私立,美和科技大學,N 修,2 Associate,72.50
技職,私立,美和科技大學,N 修,4 Bachelor,61.20
技職,私立,美和科技大學,N 修,2 Bachelor,86.89
技職,私立,美和科技大學,N 職,Master,87.50
技職,私立,美和科技大學,N 修,others,87.67
技職,私立,美和科技大學,N 修,others,95.45
技職,私立,吳鳳科技大學,D 日,4 Bachelor,62.81
技職,私立,吳鳳科技大學,D 日,Master,93.33
技職,私立,吳鳳科技大學,N 修,4 Bachelor,50.25
技職,私立,吳鳳科技大學,N 職,Master,100.00
技職,私立,吳鳳科技大學,N 修,others,77.37
技職,私立,吳鳳科技大學,N 修,others,63.60
技職,私立,環球科技大學,D 日,4 Bachelor,60.85
技職,私立,環球科技大學,D 日,2 Bachelor,20.00
技職,私立,環球科技大學,D 日,Master,82.19
技職,私立,環球科技大學,N 修,4 Bachelor,77.65
技職,私立,環球科技大學,N 修,2 Bachelor,92.00
技職,私立,環球科技大學,N 職,Master,90.00
技職,私立,環球科技大學,N 修,others,78.57
技職,私立,環球科技大學,N 修,others,65.79
技職,私立,環球科技大學,V 職,2 Associate,77.78
技職,私立,環球科技大學,V 職,4 Bachelor,90.00
一般,私立,台灣首府大學,D 日,Bachelor,50.57
一般,私立,台灣首府大學,D 日,Master,77.14
一般,私立,台灣首府大學,P 進,Bachelor,68.48
一般,私立,台灣首府大學,V 職,others,76.09
技職,私立,中州科技大學,D 日,4 Bachelor,46.62
技職,私立,中州科技大學,D 日,Master,95.24
技職,私立,中州科技大學,N 修,4 Bachelor,61.49
技職,私立,中州科技大學,N 修,2 Bachelor,96.64
技職,私立,中州科技大學,N 職,Master,76.67
技職,私立,中州科技大學,N 修,others,75.29
技職,私立,修平科技大學,D 日,4 Bachelor,61.37
技職,私立,修平科技大學,D 日,Master,78.57
技職,私立,修平科技大學,N 修,4 Bachelor,83.38
技職,私立,修平科技大學,N 職,Master,80.00
技職,私立,修平科技大學,N 修,others,70.75
技職,私立,修平科技大學,N 修,others,61.02
技職,私立,修平科技大學,V 職,2 Associate,81.25
技職,私立,長庚科技大學,D 日,4 Bachelor,97.59
技職,私立,長庚科技大學,D 日,2 Bachelor,95.62
技職,私立,長庚科技大學,D 日,Master,83.33
技職,私立,長庚科技大學,N 修,2 Bachelor,95.85
技職,私立,長庚科技大學,N 職,Master,100.00
技職,私立,臺北城市科技大學,D 日,5 Associate,98.93
技職,私立,臺北城市科技大學,D 日,4 Bachelor,84.23
技職,私立,臺北城市科技大學,D 日,Master,84.09
技職,私立,臺北城市科技大學,N 修,2 Associate,70.00
技職,私立,臺北城市科技大學,N 修,4 Bachelor,92.63
技職,私立,臺北城市科技大學,N 修,others,70.99
技職,私立,臺北城市科技大學,N 修,others,67.56
技職,私立,大華科技大學,D 日,5 Associate,57.77
技職,私立,大華科技大學,D 日,4 Bachelor,62.45
技職,私立,大華科技大學,D 日,2 Bachelor,60.00
技職,私立,大華科技大學,D 日,Master,40.00
技職,私立,大華科技大學,N 修,4 Bachelor,48.00
技職,私立,大華科技大學,N 修,2 Bachelor,82.66
技職,私立,大華科技大學,V 職,2 Associate,74.29
技職,私立,大華科技大學,V 職,4 Bachelor,72.00
技職,私立,醒吾科技大學,D 日,5 Associate,63.70
技職,私立,醒吾科技大學,D 日,4 Bachelor,68.71
技職,私立,醒吾科技大學,D 日,Master,75.00
技職,私立,醒吾科技大學,N 修,4 Bachelor,92.17
技職,私立,醒吾科技大學,N 職,Master,92.00
技職,私立,醒吾科技大學,N 修,others,76.34
技職,私立,醒吾科技大學,N 修,others,90.56
技職,私立,醒吾科技大學,V 職,4 Bachelor,96.67
技職,私立,南榮科技大學,D 日,5 Associate,30.53
技職,私立,南榮科技大學,D 日,4 Bachelor,18.74
技職,私立,南榮科技大學,D 日,2 Bachelor,60.00
技職,私立,南榮科技大學,D 日,Master,85.00
技職,私立,南榮科技大學,N 修,2 Associate,46.88
技職,私立,南榮科技大學,N 修,4 Bachelor,24.62
技職,私立,南榮科技大學,N 修,2 Bachelor,38.00
技職,私立,南榮科技大學,N 職,Master,65.00
技職,私立,文藻外語大學,D 日,5 Associate,100.00
技職,私立,文藻外語大學,D 日,4 Bachelor,95.21
技職,私立,文藻外語大學,D 日,2 Bachelor,94.62
技職,私立,文藻外語大學,D 日,Master,89.71
技職,私立,文藻外語大學,N 修,4 Bachelor,92.67
技職,私立,文藻外語大學,N 修,2 Bachelor,98.89
技職,私立,文藻外語大學,N 職,Master,53.13
技職,私立,華夏科技大學,D 日,5 Associate,95.08
技職,私立,華夏科技大學,D 日,4 Bachelor,59.02
技職,私立,華夏科技大學,D 日,2 Bachelor,62.50
技職,私立,華夏科技大學,D 日,Master,100.00
技職,私立,華夏科技大學,N 修,2 Associate,89.04
技職,私立,華夏科技大學,N 修,4 Bachelor,65.64
技職,私立,華夏科技大學,N 修,2 Bachelor,87.00
技職,私立,華夏科技大學,N 職,Master,100.00
技職,私立,華夏科技大學,N 修,others,100.00
技職,私立,華夏科技大學,N 修,others,97.47
技職,私立,華夏科技大學,V 職,2 Associate,51.52
技職,私立,華夏科技大學,V 職,4 Bachelor,59.46
技職,私立,慈濟科技大學,D 日,5 Associate,100.00
技職,私立,慈濟科技大學,D 日,4 Bachelor,84.59
技職,私立,慈濟科技大學,D 日,2 Bachelor,100.00
技職,私立,慈濟科技大學,D 日,Master,100.00
技職,私立,慈濟科技大學,N 修,2 Bachelor,100.00
技職,私立,慈濟科技大學,N 修,others,97.50
技職,私立,致理科技大學,D 日,5 Associate,100.00
技職,私立,致理科技大學,D 日,4 Bachelor,95.85
技職,私立,致理科技大學,D 日,2 Bachelor,99.00
技職,私立,致理科技大學,D 日,Master,90.00
技職,私立,致理科技大學,N 修,4 Bachelor,98.19
技職,私立,致理科技大學,N 修,2 Bachelor,99.33
技職,私立,致理科技大學,N 職,Master,100.00
一般,私立,康寧大學,D 日,2 Associate,63.33
一般,私立,康寧大學,D 日,5 Associate,100.00
一般,私立,康寧大學,D 日,Bachelor,48.00
一般,私立,康寧大學,D 日,Master,85.00
一般,私立,康寧大學,N 修,2 Associate,96.88
一般,私立,康寧大學,N 職,Master,85.58
一般,私立,康寧大學,P 進,Bachelor,58.22
一般,私立,康寧大學,V 職,2 Associate,86.49
一般,私立,中信金融管理學院,D 日,Bachelor,100.00
一般,私立,中信金融管理學院,D 日,Master,100.00
技職,私立,大漢技術學院,D 日,4 Bachelor,42.13
技職,私立,大漢技術學院,D 日,2 Bachelor,40.00
技職,私立,大漢技術學院,D 日,Master,95.00
技職,私立,大漢技術學院,N 修,4 Bachelor,53.17
技職,私立,大漢技術學院,N 修,2 Bachelor,80.79
技職,私立,大漢技術學院,V 職,2 Associate,67.26
技職,私立,和春技術學院,D 日,5 Associate,72.89
技職,私立,和春技術學院,D 日,4 Bachelor,43.28
技職,私立,和春技術學院,D 日,2 Bachelor,85.71
技職,私立,和春技術學院,D 日,Master,100.00
技職,私立,和春技術學院,N 修,2 Associate,74.66
技職,私立,和春技術學院,N 修,4 Bachelor,40.00
技職,私立,和春技術學院,N 修,2 Bachelor,83.44
技職,私立,和春技術學院,N 修,others,56.80
技職,私立,和春技術學院,N 修,others,29.39
技職,私立,亞東技術學院,D 日,4 Bachelor,95.92
技職,私立,亞東技術學院,D 日,2 Bachelor,100.00
技職,私立,亞東技術學院,D 日,Master,63.64
技職,私立,亞東技術學院,N 修,2 Bachelor,100.00
技職,私立,南亞技術學院,D 日,5 Associate,46.22
技職,私立,南亞技術學院,D 日,4 Bachelor,51.20
技職,私立,南亞技術學院,D 日,Master,88.00
技職,私立,南亞技術學院,N 修,4 Bachelor,55.98
技職,私立,南亞技術學院,N 修,others,95.80
技職,私立,南亞技術學院,N 修,others,55.15
技職,私立,南亞技術學院,V 職,4 Bachelor,32.81
一般,私立,稻江科技暨管理學院,D 日,Bachelor,84.04
一般,私立,稻江科技暨管理學院,D 日,Master,92.31
一般,私立,稻江科技暨管理學院,N 職,Master,90.00
一般,私立,稻江科技暨管理學院,P 進,Bachelor,70.87
一般,私立,稻江科技暨管理學院,V 職,others,100.00
技職,私立,德霖技術學院,D 日,5 Associate,82.00
技職,私立,德霖技術學院,D 日,4 Bachelor,60.87
技職,私立,德霖技術學院,D 日,2 Bachelor,80.00
技職,私立,德霖技術學院,N 修,2 Associate,82.27
技職,私立,德霖技術學院,N 修,4 Bachelor,99.24
技職,私立,德霖技術學院,N 修,2 Bachelor,75.86
技職,私立,德霖技術學院,V 職,4 Bachelor,85.24
技職,私立,蘭陽技術學院,D 日,5 Associate,73.64
技職,私立,蘭陽技術學院,D 日,4 Bachelor,70.82
技職,私立,蘭陽技術學院,N 修,others,70.95
技職,私立,蘭陽技術學院,N 修,others,68.10
技職,私立,黎明技術學院,D 日,5 Associate,52.27
技職,私立,黎明技術學院,D 日,4 Bachelor,71.09
技職,私立,黎明技術學院,N 修,4 Bachelor,85.53
技職,私立,黎明技術學院,N 修,2 Bachelor,74.65
技職,私立,黎明技術學院,V 職,2 Associate,71.43
技職,私立,黎明技術學院,V 職,4 Bachelor,0
技職,私立,東方設計學院,D 日,5 Associate,70.88
技職,私立,東方設計學院,D 日,4 Bachelor,78.72
技職,私立,東方設計學院,D 日,Doctor,100.00
技職,私立,東方設計學院,D 日,Master,90.77
技職,私立,東方設計學院,N 修,4 Bachelor,98.41
技職,私立,東方設計學院,N 職,Master,93.75
技職,私立,東方設計學院,N 修,others,95.17
技職,私立,東方設計學院,N 修,others,89.76
技職,私立,經國管理暨健康學院,D 日,5 Associate,92.80
技職,私立,經國管理暨健康學院,D 日,4 Bachelor,65.50
技職,私立,經國管理暨健康學院,D 日,2 Bachelor,75.00
技職,私立,經國管理暨健康學院,D 日,Master,100.00
技職,私立,經國管理暨健康學院,N 修,4 Bachelor,55.56
技職,私立,經國管理暨健康學院,N 修,2 Bachelor,100.00
技職,私立,經國管理暨健康學院,N 職,Master,100.00
技職,私立,經國管理暨健康學院,N 修,others,80.34
技職,私立,經國管理暨健康學院,N 修,others,63.32
技職,私立,崇右技術學院,D 日,5 Associate,52.76
技職,私立,崇右技術學院,D 日,4 Bachelor,64.43
技職,私立,崇右技術學院,D 日,Master,97.78
技職,私立,崇右技術學院,N 修,others,75.75
技職,私立,崇右技術學院,N 修,others,94.69
技職,私立,大同技術學院,D 日,5 Associate,80.00
技職,私立,大同技術學院,D 日,4 Bachelor,69.33
技職,私立,大同技術學院,N 修,2 Associate,72.00
技職,私立,大同技術學院,N 修,4 Bachelor,65.52
技職,私立,大同技術學院,N 修,2 Bachelor,86.47
技職,私立,大同技術學院,N 修,others,65.56
技職,私立,亞太創意技術學院,D 日,4 Bachelor,46.15
技職,私立,亞太創意技術學院,D 日,2 Bachelor,96.00
技職,私立,亞太創意技術學院,D 日,Master,86.36
技職,私立,亞太創意技術學院,N 修,2 Bachelor,93.54
技職,私立,亞太創意技術學院,N 修,others,76.64
技職,私立,亞太創意技術學院,N 修,others,25.97
技職,私立,亞太創意技術學院,V 職,2 Associate,20.31
技職,私立,臺灣觀光學院,D 日,5 Associate,29.52
技職,私立,臺灣觀光學院,D 日,4 Bachelor,47.73
技職,私立,臺灣觀光學院,D 日,Master,53.33
技職,私立,臺灣觀光學院,N 修,2 Associate,43.33
技職,私立,臺灣觀光學院,N 修,4 Bachelor,31.87
技職,私立,臺灣觀光學院,N 修,2 Bachelor,38.33
一般,私立,馬偕醫學院,D 日,Bachelor,92.00
一般,私立,馬偕醫學院,D 日,Master,95.00
一般,私立,法鼓文理學院,D 日,Bachelor,75.00
一般,私立,法鼓文理學院,D 日,Doctor,33.33
一般,私立,法鼓文理學院,D 日,Master,80.23
技職,私立,台北海洋技術學院,D 日,2 Associate,42.11
技職,私立,台北海洋技術學院,D 日,5 Associate,73.91
技職,私立,台北海洋技術學院,D 日,4 Bachelor,54.42
技職,私立,台北海洋技術學院,D 日,2 Bachelor,71.54
技職,私立,台北海洋技術學院,D 日,Master,100.00
技職,私立,台北海洋技術學院,N 修,2 Associate,43.75
技職,私立,台北海洋技術學院,N 修,4 Bachelor,98.21
技職,私立,台北海洋技術學院,N 修,2 Bachelor,74.00
技職,私立,台北海洋技術學院,N 修,others,57.58
技職,私立,台北海洋技術學院,N 修,others,96.15
技職,私立,馬偕醫護管理專科學校,D 日,5 Associate,97.52
技職,私立,馬偕醫護管理專科學校,V 職,2 Associate,97.96
技職,私立,仁德醫護管理專科學校,D 日,5 Associate,99.38
技職,私立,仁德醫護管理專科學校,V 職,2 Associate,86.97
技職,私立,樹人醫護管理專科學校,D 日,5 Associate,99.72
技職,私立,樹人醫護管理專科學校,V 職,2 Associate,99.58
技職,私立,慈惠醫護管理專科學校,D 日,2 Associate,71.00
技職,私立,慈惠醫護管理專科學校,D 日,5 Associate,81.44
技職,私立,慈惠醫護管理專科學校,N 修,2 Associate,92.86
技職,私立,慈惠醫護管理專科學校,V 職,2 Associate,78.33
技職,私立,耕莘健康管理專科學校,D 日,5 Associate,97.37
技職,私立,耕莘健康管理專科學校,V 職,2 Associate,97.78
技職,私立,敏惠醫護管理專科學校,D 日,5 Associate,88.31
技職,私立,高美醫護管理專科學校,D 日,5 Associate,76.10
技職,私立,高美醫護管理專科學校,N 修,2 Associate,80.49
技職,私立,育英醫護管理專科學校,D 日,5 Associate,100.00
技職,私立,崇仁醫護管理專科學校,D 日,5 Associate,99.86
技職,私立,聖母醫護管理專科學校,D 日,5 Associate,93.71
技職,私立,新生醫護管理專科學校,D 日,5 Associate,99.61
技職,私立,新生醫護管理專科學校,V 職,2 Associate,100.00
一般,公立,臺北市立大學,D 日,Bachelor,98.27
一般,公立,臺北市立大學,D 日,Doctor,97.06
一般,公立,臺北市立大學,D 日,Master,85.18
一般,公立,臺北市立大學,N 職,Master,86.57
