學校類別,設立別,學校名稱,日間/進修,學制別,新生註冊率
一般,公立,國立屏東大學,D 日,Bachelor,95.72
一般,公立,國立屏東大學,D 日,Doctor,100.0
一般,公立,國立屏東大學,D 日,Master,73.71
技職,公立,國立臺灣戲曲學院,D 日,4 Bachelor,91.93
技職,公立,國立臺南護理專科學校,D 日,2 Associate,84.0
技職,公立,國立臺南護理專科學校,D 日,5 Associate,99.33
技職,公立,國立臺東專科學校,D 日,2 Associate,83.67
技職,公立,國立臺東專科學校,D 日,5 Associate,57.93
一般,私立,東海大學,D 日,Bachelor,97.08
一般,私立,東海大學,D 日,Doctor,68.72
一般,私立,東海大學,D 日,Master,67.33
一般,私立,輔仁大學,D 日,Bachelor,97.14
一般,私立,輔仁大學,D 日,Doctor,79.72
一般,私立,輔仁大學,D 日,Master,79.01
一般,私立,東吳大學,D 日,Bachelor,96.02
一般,私立,東吳大學,D 日,Doctor,86.11
一般,私立,東吳大學,D 日,Master,75.05
一般,私立,中原大學,D 日,Bachelor,97.41
一般,私立,中原大學,D 日,Doctor,83.18
一般,私立,中原大學,D 日,Master,79.99
一般,私立,淡江大學,D 日,Bachelor,96.96
一般,私立,淡江大學,D 日,Doctor,65.64
一般,私立,淡江大學,D 日,Master,71.74
一般,私立,中國文化大學,D 日,Bachelor,92.7
一般,私立,中國文化大學,D 日,Doctor,94.35
一般,私立,中國文化大學,D 日,Master,58.35
一般,私立,逢甲大學,D 日,Bachelor,97.38
一般,私立,逢甲大學,D 日,Doctor,81.42
一般,私立,逢甲大學,D 日,Master,85.1
一般,私立,靜宜大學,D 日,Bachelor,96.9
一般,私立,靜宜大學,D 日,Doctor,75.0
一般,私立,靜宜大學,D 日,Master,60.54
一般,私立,長庚大學,D 日,Bachelor,93.97
一般,私立,長庚大學,D 日,Doctor,52.43
一般,私立,長庚大學,D 日,Master,75.59
一般,私立,元智大學,D 日,Bachelor,97.15
一般,私立,元智大學,D 日,Doctor,63.98
一般,私立,元智大學,D 日,Master,73.07
一般,私立,中華大學,D 日,Bachelor,87.3
一般,私立,中華大學,D 日,Doctor,75.82
一般,私立,中華大學,D 日,Master,65.36
一般,私立,大葉大學,D 日,Bachelor,91.7
一般,私立,大葉大學,D 日,Doctor,89.0
一般,私立,大葉大學,D 日,Master,89.11
一般,私立,華梵大學,D 日,Bachelor,77.84
一般,私立,華梵大學,D 日,Doctor,100.0
一般,私立,華梵大學,D 日,Master,54.96
一般,私立,義守大學,D 日,Bachelor,93.59
一般,私立,義守大學,D 日,Doctor,82.94
一般,私立,義守大學,D 日,Master,74.4
一般,私立,世新大學,D 日,Bachelor,97.36
一般,私立,世新大學,D 日,Doctor,100.0
一般,私立,世新大學,D 日,Master,72.81
一般,私立,銘傳大學,D 日,Bachelor,97.09
一般,私立,銘傳大學,D 日,Doctor,85.72
一般,私立,銘傳大學,D 日,Master,67.6
一般,私立,實踐大學,D 日,Bachelor,94.94
一般,私立,實踐大學,D 日,Doctor,100.0
一般,私立,實踐大學,D 日,Master,86.19
技職,私立,朝陽科技大學,D 日,4 Bachelor,83.93
技職,私立,朝陽科技大學,D 日,Doctor,93.33
技職,私立,朝陽科技大學,D 日,Master,71.34
一般,私立,高雄醫學大學,D 日,Bachelor,93.17
一般,私立,高雄醫學大學,D 日,Doctor,62.0
一般,私立,高雄醫學大學,D 日,Master,70.92
一般,私立,南華大學,D 日,Bachelor,90.8
一般,私立,南華大學,D 日,Doctor,100.0
一般,私立,南華大學,D 日,Master,77.96
一般,私立,真理大學,D 日,Bachelor,83.96
一般,私立,真理大學,D 日,Master,51.43
一般,私立,大同大學,D 日,Bachelor,97.58
一般,私立,大同大學,D 日,Doctor,41.04
一般,私立,大同大學,D 日,Master,48.32
技職,私立,南臺科技大學,D 日,4 Bachelor,94.42
技職,私立,南臺科技大學,D 日,2 Bachelor,45.81
技職,私立,南臺科技大學,D 日,Doctor,93.33
技職,私立,南臺科技大學,D 日,Master,54.82
技職,私立,崑山科技大學,D 日,4 Bachelor,85.45
技職,私立,崑山科技大學,D 日,Doctor,100.0
技職,私立,崑山科技大學,D 日,Master,56.0
技職,私立,嘉南藥理大學,D 日,4 Bachelor,87.92
技職,私立,嘉南藥理大學,D 日,2 Bachelor,65.74
技職,私立,嘉南藥理大學,D 日,Master,82.09
技職,私立,樹德科技大學,D 日,4 Bachelor,83.01
技職,私立,樹德科技大學,D 日,Doctor,100.0
技職,私立,樹德科技大學,D 日,Master,61.75
一般,私立,慈濟大學,D 日,Bachelor,81.26
一般,私立,慈濟大學,D 日,Doctor,67.31
一般,私立,慈濟大學,D 日,Master,53.18
一般,私立,臺北醫學大學,D 日,Bachelor,92.01
一般,私立,臺北醫學大學,D 日,Doctor,96.8
一般,私立,臺北醫學大學,D 日,Master,85.23
一般,私立,中山醫學大學,D 日,Bachelor,91.04
一般,私立,中山醫學大學,D 日,Doctor,90.48
一般,私立,中山醫學大學,D 日,Master,82.42
技職,私立,龍華科技大學,D 日,4 Bachelor,81.71
技職,私立,龍華科技大學,D 日,Master,85.88
技職,私立,輔英科技大學,D 日,5 Associate,99.33
技職,私立,輔英科技大學,D 日,4 Bachelor,72.62
技職,私立,輔英科技大學,D 日,2 Bachelor,69.56
技職,私立,輔英科技大學,D 日,Master,80.42
技職,私立,明新科技大學,D 日,4 Bachelor,82.02
技職,私立,明新科技大學,D 日,Master,66.88
一般,私立,長榮大學,D 日,Bachelor,90.66
一般,私立,長榮大學,D 日,Doctor,100.0
一般,私立,長榮大學,D 日,Master,64.59
技職,私立,弘光科技大學,D 日,5 Associate,98.0
技職,私立,弘光科技大學,D 日,4 Bachelor,79.92
技職,私立,弘光科技大學,D 日,2 Bachelor,99.44
技職,私立,弘光科技大學,D 日,Master,79.05
一般,私立,中國醫藥大學,D 日,Bachelor,92.6
一般,私立,中國醫藥大學,D 日,Doctor,66.62
一般,私立,中國醫藥大學,D 日,Master,80.24
技職,私立,健行科技大學,D 日,4 Bachelor,81.81
技職,私立,健行科技大學,D 日,2 Bachelor,61.52
技職,私立,健行科技大學,D 日,Master,71.71
技職,私立,正修科技大學,D 日,4 Bachelor,87.53
技職,私立,正修科技大學,D 日,Doctor,33.33
技職,私立,正修科技大學,D 日,Master,78.64
技職,私立,萬能科技大學,D 日,4 Bachelor,76.65
技職,私立,萬能科技大學,D 日,2 Bachelor,64.81
技職,私立,萬能科技大學,D 日,Master,79.72
一般,私立,玄奘大學,D 日,Bachelor,78.43
一般,私立,玄奘大學,D 日,Master,67.67
技職,私立,建國科技大學,D 日,4 Bachelor,76.46
技職,私立,建國科技大學,D 日,Master,79.69
技職,私立,明志科技大學,D 日,4 Bachelor,77.27
技職,私立,明志科技大學,D 日,Master,63.97
技職,私立,高苑科技大學,D 日,4 Bachelor,65.62
技職,私立,高苑科技大學,D 日,2 Bachelor,2.17
技職,私立,高苑科技大學,D 日,Master,55.97
技職,私立,大仁科技大學,D 日,4 Bachelor,63.01
技職,私立,大仁科技大學,D 日,2 Bachelor,16.4
技職,私立,大仁科技大學,D 日,Master,41.86
技職,私立,聖約翰科技大學,D 日,4 Bachelor,54.33
技職,私立,聖約翰科技大學,D 日,Master,36.67
技職,私立,嶺東科技大學,D 日,4 Bachelor,91.64
技職,私立,嶺東科技大學,D 日,Master,78.74
技職,私立,中國科技大學,D 日,4 Bachelor,73.87
技職,私立,中國科技大學,D 日,Master,86.29
技職,私立,中臺科技大學,D 日,4 Bachelor,74.99
技職,私立,中臺科技大學,D 日,2 Bachelor,83.78
技職,私立,中臺科技大學,D 日,Doctor,75.0
技職,私立,中臺科技大學,D 日,Master,65.02
一般,私立,亞洲大學,D 日,Bachelor,96.39
一般,私立,亞洲大學,D 日,Doctor,96.53
一般,私立,亞洲大學,D 日,Master,81.18
一般,私立,開南大學,D 日,Bachelor,84.41
一般,私立,開南大學,D 日,Master,73.79
一般,私立,佛光大學,D 日,Bachelor,92.24
一般,私立,佛光大學,D 日,Doctor,100.0
一般,私立,佛光大學,D 日,Master,74.96
技職,私立,台南應用科技大學,D 日,5 Associate,97.7
技職,私立,台南應用科技大學,D 日,4 Bachelor,91.22
技職,私立,台南應用科技大學,D 日,2 Bachelor,47.5
技職,私立,台南應用科技大學,D 日,Master,87.44
技職,私立,遠東科技大學,D 日,4 Bachelor,66.56
技職,私立,遠東科技大學,D 日,2 Bachelor,5.0
技職,私立,遠東科技大學,D 日,Master,59.45
技職,私立,元培醫事科技大學,D 日,4 Bachelor,69.29
技職,私立,元培醫事科技大學,D 日,2 Bachelor,100.0
技職,私立,元培醫事科技大學,D 日,Master,70.94
技職,私立,景文科技大學,D 日,4 Bachelor,83.59
技職,私立,景文科技大學,D 日,Master,71.66
技職,私立,中華醫事科技大學,D 日,2 Associate,93.33
技職,私立,中華醫事科技大學,D 日,5 Associate,85.76
技職,私立,中華醫事科技大學,D 日,4 Bachelor,65.53
技職,私立,中華醫事科技大學,D 日,2 Bachelor,58.59
技職,私立,中華醫事科技大學,D 日,Master,55.35
技職,私立,東南科技大學,D 日,4 Bachelor,72.23
技職,私立,東南科技大學,D 日,Master,82.99
技職,私立,德明財經科技大學,D 日,4 Bachelor,74.35
技職,私立,德明財經科技大學,D 日,2 Bachelor,93.75
技職,私立,德明財經科技大學,D 日,Master,43.75
一般,私立,明道大學,D 日,Bachelor,71.91
一般,私立,明道大學,D 日,Doctor,100.0
一般,私立,明道大學,D 日,Master,59.7
一般,私立,康寧大學,D 日,Bachelor,37.66
一般,私立,康寧大學,D 日,Master,84.98
技職,私立,南開科技大學,D 日,5 Associate,51.15
技職,私立,南開科技大學,D 日,4 Bachelor,63.78
技職,私立,南開科技大學,D 日,2 Bachelor,71.11
技職,私立,南開科技大學,D 日,Master,77.22
技職,私立,中華科技大學,D 日,4 Bachelor,64.4
技職,私立,中華科技大學,D 日,2 Bachelor,31.82
技職,私立,中華科技大學,D 日,Master,72.2
技職,私立,僑光科技大學,D 日,4 Bachelor,94.59
技職,私立,僑光科技大學,D 日,Master,70.38
技職,私立,育達科技大學,D 日,4 Bachelor,52.88
技職,私立,育達科技大學,D 日,2 Bachelor,26.07
技職,私立,育達科技大學,D 日,Master,94.81
技職,私立,美和科技大學,D 日,5 Associate,99.88
技職,私立,美和科技大學,D 日,4 Bachelor,74.28
技職,私立,美和科技大學,D 日,2 Bachelor,62.84
技職,私立,美和科技大學,D 日,Master,96.0
技職,私立,吳鳳科技大學,D 日,4 Bachelor,39.97
技職,私立,吳鳳科技大學,D 日,Master,93.33
技職,私立,環球科技大學,D 日,4 Bachelor,70.35
技職,私立,環球科技大學,D 日,2 Bachelor,36.54
技職,私立,環球科技大學,D 日,Master,72.86
一般,私立,台灣首府大學,D 日,Bachelor,71.81
一般,私立,台灣首府大學,D 日,Master,85.0
技職,私立,中州科技大學,D 日,4 Bachelor,58.49
技職,私立,中州科技大學,D 日,Master,70.84
技職,私立,修平科技大學,D 日,4 Bachelor,70.6
技職,私立,修平科技大學,D 日,Master,64.27
技職,私立,長庚科技大學,D 日,5 Associate,99.09
技職,私立,長庚科技大學,D 日,4 Bachelor,87.27
技職,私立,長庚科技大學,D 日,2 Bachelor,98.0
技職,私立,長庚科技大學,D 日,Master,100.0
技職,私立,臺北城市科技大學,D 日,5 Associate,75.65
技職,私立,臺北城市科技大學,D 日,4 Bachelor,85.19
技職,私立,臺北城市科技大學,D 日,Master,92.78
技職,私立,大華科技大學,D 日,5 Associate,25.19
技職,私立,大華科技大學,D 日,4 Bachelor,29.63
技職,私立,大華科技大學,D 日,2 Bachelor,16.95
技職,私立,大華科技大學,D 日,Master,57.5
技職,私立,醒吾科技大學,D 日,5 Associate,43.72
技職,私立,醒吾科技大學,D 日,4 Bachelor,81.29
技職,私立,醒吾科技大學,D 日,Master,93.94
技職,私立,南榮科技大學,D 日,5 Associate,15.33
技職,私立,南榮科技大學,D 日,4 Bachelor,40.66
技職,私立,南榮科技大學,D 日,2 Bachelor,23.53
技職,私立,南榮科技大學,D 日,Master,75.0
技職,私立,文藻外語大學,D 日,5 Associate,99.6
技職,私立,文藻外語大學,D 日,4 Bachelor,91.78
技職,私立,文藻外語大學,D 日,2 Bachelor,65.74
技職,私立,文藻外語大學,D 日,Master,77.78
技職,私立,華夏科技大學,D 日,5 Associate,87.0
技職,私立,華夏科技大學,D 日,4 Bachelor,65.99
技職,私立,華夏科技大學,D 日,2 Bachelor,50.28
技職,私立,華夏科技大學,D 日,Master,100.0
一般,私立,中信金融管理學院,D 日,Bachelor,17.43
技職,私立,大漢技術學院,D 日,4 Bachelor,26.88
技職,私立,大漢技術學院,D 日,2 Bachelor,0.0
技職,私立,大漢技術學院,D 日,Master,100.0
技職,私立,慈濟技術學院,D 日,5 Associate,99.2
技職,私立,慈濟技術學院,D 日,4 Bachelor,75.28
技職,私立,慈濟技術學院,D 日,2 Bachelor,93.1
技職,私立,慈濟技術學院,D 日,Master,100.0
技職,私立,和春技術學院,D 日,5 Associate,17.28
技職,私立,和春技術學院,D 日,4 Bachelor,16.81
技職,私立,和春技術學院,D 日,2 Bachelor,20.5
技職,私立,和春技術學院,D 日,Master,57.14
技職,私立,致理技術學院,D 日,5 Associate,99.27
技職,私立,致理技術學院,D 日,4 Bachelor,80.03
技職,私立,致理技術學院,D 日,2 Bachelor,100.0
技職,私立,致理技術學院,D 日,Master,100.0
技職,私立,亞東技術學院,D 日,4 Bachelor,79.32
技職,私立,亞東技術學院,D 日,2 Bachelor,71.28
技職,私立,亞東技術學院,D 日,Master,86.67
技職,私立,南亞技術學院,D 日,4 Bachelor,52.05
技職,私立,南亞技術學院,D 日,Master,93.34
一般,私立,稻江科技暨管理學院,D 日,Bachelor,81.59
一般,私立,稻江科技暨管理學院,D 日,Master,73.19
技職,私立,德霖技術學院,D 日,5 Associate,69.6
技職,私立,德霖技術學院,D 日,4 Bachelor,61.65
技職,私立,德霖技術學院,D 日,2 Bachelor,76.0
技職,私立,蘭陽技術學院,D 日,5 Associate,18.38
技職,私立,蘭陽技術學院,D 日,4 Bachelor,25.52
技職,私立,蘭陽技術學院,D 日,2 Bachelor,10.0
技職,私立,黎明技術學院,D 日,5 Associate,73.64
技職,私立,黎明技術學院,D 日,4 Bachelor,62.04
技職,私立,黎明技術學院,D 日,2 Bachelor,19.57
技職,私立,東方設計學院,D 日,5 Associate,53.76
技職,私立,東方設計學院,D 日,4 Bachelor,37.67
技職,私立,東方設計學院,D 日,2 Bachelor,15.55
技職,私立,東方設計學院,D 日,Doctor,100.0
技職,私立,東方設計學院,D 日,Master,86.66
技職,私立,經國管理暨健康學院,D 日,5 Associate,92.89
技職,私立,經國管理暨健康學院,D 日,4 Bachelor,65.6
技職,私立,經國管理暨健康學院,D 日,2 Bachelor,57.0
技職,私立,經國管理暨健康學院,D 日,Master,100.0
技職,私立,崇右技術學院,D 日,5 Associate,51.89
技職,私立,崇右技術學院,D 日,4 Bachelor,49.13
技職,私立,崇右技術學院,D 日,Master,96.67
技職,私立,大同技術學院,D 日,5 Associate,32.5
技職,私立,大同技術學院,D 日,4 Bachelor,37.16
技職,私立,亞太創意技術學院,D 日,4 Bachelor,14.37
技職,私立,亞太創意技術學院,D 日,2 Bachelor,74.0
技職,私立,亞太創意技術學院,D 日,Master,69.04
技職,私立,臺灣觀光學院,D 日,2 Associate,35.0
技職,私立,臺灣觀光學院,D 日,5 Associate,48.0
技職,私立,臺灣觀光學院,D 日,4 Bachelor,35.3
技職,私立,臺灣觀光學院,D 日,2 Bachelor,27.5
技職,私立,臺灣觀光學院,D 日,Master,73.33
技職,私立,台北海洋技術學院,D 日,2 Associate,83.75
技職,私立,台北海洋技術學院,D 日,5 Associate,80.77
技職,私立,台北海洋技術學院,D 日,4 Bachelor,57.92
技職,私立,台北海洋技術學院,D 日,2 Bachelor,86.3
一般,私立,馬偕醫學院,D 日,Bachelor,92.13
一般,私立,馬偕醫學院,D 日,Master,26.67
技職,私立,康寧醫護暨管理專科學校,D 日,2 Associate,74.22
技職,私立,康寧醫護暨管理專科學校,D 日,5 Associate,90.69
技職,私立,馬偕醫護管理專科學校,D 日,2 Associate,48.89
技職,私立,馬偕醫護管理專科學校,D 日,5 Associate,96.89
技職,私立,仁德醫護管理專科學校,D 日,5 Associate,78.41
技職,私立,樹人醫護管理專科學校,D 日,5 Associate,81.52
技職,私立,慈惠醫護管理專科學校,D 日,2 Associate,66.66
技職,私立,慈惠醫護管理專科學校,D 日,5 Associate,74.82
技職,私立,耕莘健康管理專科學校,D 日,5 Associate,82.38
技職,私立,敏惠醫護管理專科學校,D 日,5 Associate,74.89
技職,私立,高美醫護管理專科學校,D 日,5 Associate,42.6
技職,私立,育英醫護管理專科學校,D 日,5 Associate,94.36
技職,私立,崇仁醫護管理專科學校,D 日,5 Associate,88.14
技職,私立,聖母醫護管理專科學校,D 日,5 Associate,82.54
技職,私立,新生醫護管理專科學校,D 日,5 Associate,74.01
一般,公立,臺北市立大學,D 日,Bachelor,96.79
一般,公立,臺北市立大學,D 日,Doctor,100.0
